,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
STP,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,1,3,0,0,6,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,2,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,2,1,1,0,0,1,1,0,1,1,0,0,1,0,0,14,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
SUR,0,0,0,0,0,0,0,0,2,0,0,4,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,4,3,2,5,1,2,1,0,0,4,0,0,0,0,0,0,0,3,6,0,0,1,0,0,3,0,0,6,1,0,5,0,0,13,0,0,1,17,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,1,2,0,1,0,1,1,0,0,0,3,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,2,0,0,1,0,1,1,5,0,0,0,3,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
SVK,0,2,1,0,11,1,0,55,89,54,0,147,331,72,3,149,4,0,4,32,138,4,0,32,59,0,0,5,157,1,4,1,3,1,154,235,75,347,3,8,4,1,0,69,0,0,4,35,0,0,22,1125,553,0,0,171,4,12,11,96,0,322,44,14,128,0,0,331,0,0,5,488,61,1,3,0,1,0,0,0,191,0,0,5,2,0,1,0,1,142,1,352,60,0,208,0,65,130,18,10,101,448,3,0,7,167,27,13,5,1,0,0,96,4,2,17,1,2,0,1,2,0,62,19,49,0,52,0,10,2,0,78,0,30,3,12,3,14,7,3,2,0,0,1,50,0,1,2,20,1,245,163,10,0,33,10,155,5,42,46,0,4,586,0,0,185,2,38,0,28,0,217,256,2,135,2,7,29,0,0,0,1,1,1,0,181,0,0,1,0,133,214,0,0,0,1,0,2,2,54,1,0,1,0,0,16,183,0,94,8,9,252,3,423,9,0,0,0,3,0,0,21,0,0,7,2,113,1,4
SVN,0,0,1,0,24,1,0,66,89,21,0,246,462,45,2,324,3,0,2,18,111,2,0,100,52,0,0,3,166,1,5,1,9,1,226,382,74,318,2,6,2,2,0,68,0,1,6,1,0,0,53,338,792,0,0,267,4,15,11,52,0,550,60,10,155,1,0,589,1,1,2,832,61,1,8,0,1,5,0,0,245,0,0,2,0,0,0,0,1,391,1,194,21,0,169,0,106,58,8,38,203,829,4,0,13,191,26,11,5,1,0,0,82,14,1,17,1,7,0,2,4,1,79,44,59,0,74,2,5,3,0,57,0,58,2,23,0,49,8,5,1,0,1,2,31,3,2,2,25,1,431,225,13,0,38,12,23,9,15,45,0,3,339,0,0,278,3,32,0,20,0,219,203,2,47,4,4,63,1,0,0,1,1,1,0,330,1,0,0,133,0,346,1,0,1,3,0,1,3,29,1,0,1,0,1,26,208,0,129,6,6,79,11,637,7,0,0,0,6,0,0,23,1,0,12,2,102,1,1
SWE,1,5,3,0,18,2,1,218,319,56,0,2397,1256,80,4,1632,21,0,20,123,178,11,3,28,66,0,1,33,1181,3,7,4,29,2,2170,2097,391,3694,14,32,27,15,0,275,0,1,33,42,2,3,140,842,5369,0,0,2763,9,44,45,305,0,2851,349,130,2206,4,0,3050,7,2,7,6981,95,1,59,1,3,15,9,0,770,2,10,10,5,0,6,0,7,263,5,563,136,0,1081,0,593,611,82,326,538,3333,4,0,76,1506,49,157,21,18,0,0,565,48,9,65,7,27,0,7,59,2,256,117,135,0,111,13,10,13,3,362,0,40,17,50,10,14,60,27,2,0,8,21,233,12,6,3,123,9,3105,2344,45,0,329,45,393,37,108,147,0,12,1256,0,0,882,9,47,0,84,1,384,934,34,415,31,28,377,1,1,0,11,3,1,9,235,3,2,3,214,346,2,1,0,9,12,0,2,3,268,2,0,3,0,6,56,649,0,348,100,92,237,46,7404,11,0,6,0,16,0,0,138,1,1,16,17,697,32,30
SWZ,0,0,2,0,0,0,0,4,1,0,0,6,2,0,3,3,3,0,2,1,0,0,0,0,0,0,0,1,5,1,1,1,14,0,5,9,0,6,5,8,4,1,0,1,0,0,1,0,0,0,1,0,11,0,0,1,0,0,1,1,0,3,0,12,0,0,0,6,0,0,0,24,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,5,0,2,1,1,0,4,5,0,0,0,1,1,14,0,1,0,0,1,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,7,0,0,0,17,3,10,0,0,16,0,11,0,1,0,1,1,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,2,5,5,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,1,3,0,0,1,0,1,0,1,0,10,15,17,1,0,47,0,0,0,0,0,0,0,3,0,0,0,0,54,12,17
SXM,0,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,1,0,0,0,13,3,0,0,3,2,0,1,1,0,0,0,0,1,0,1,0,5,2,0,2,0,0,12,7,2,5,2,3,1,2,1,2,0,0,1,0,0,0,1,1,9,0,0,4,0,1,3,2,0,9,0,3,5,2,0,14,0,0,0,50,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,2,0,3,0,1,3,0,0,1,8,1,0,0,3,1,10,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,1,0,3,2,2,0,0,1,1,0,0,1,6,0,1,5,0,1,1,1,1,5,0,10,3,2,0,2,0,0,5,1,4,0,0,2,0,0,10,0,0,0,2,0,2,1,2,3,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,9,1,0,0,0,0,0,1,2,0,0,2,0,4,3,0,0,0,6,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1
SYR,0,5,0,0,2,0,0,19,2,1,0,21,10,4,0,15,0,0,0,19,3,4,1,3,1,0,0,0,14,2,2,0,0,0,21,8,2,48,0,5,1,3,0,1,0,0,0,1,0,0,4,5,33,0,0,4,1,21,2,76,0,17,1,10,10,0,0,37,0,0,0,68,0,0,8,0,0,0,0,0,10,0,0,0,0,0,1,0,0,6,0,14,5,0,108,0,5,35,14,0,9,37,0,0,23,18,0,3,1,0,0,0,8,4,0,21,0,7,0,0,6,0,2,2,0,0,17,0,0,1,0,14,0,1,1,6,1,1,1,0,1,0,2,1,23,0,0,1,27,0,10,0,4,0,1,9,59,2,3,2,0,0,16,0,0,9,0,9,0,13,0,8,22,0,78,18,0,7,0,0,0,3,0,0,0,14,0,0,0,1,3,12,0,1,0,0,0,1,0,7,0,0,0,0,0,7,34,0,0,1,1,7,0,88,1,0,0,0,1,0,0,5,0,0,0,8,20,2,1
TCA,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
TCD,0,1,1,0,2,0,0,2,2,2,0,1,3,2,2,4,2,0,6,2,1,0,0,1,1,0,0,1,2,1,0,0,1,5,3,7,2,7,6,17,3,2,0,1,0,0,0,1,0,0,1,1,4,0,0,2,1,1,2,3,1,2,1,4,2,0,0,10,0,0,2,17,1,0,5,0,1,1,1,0,1,0,0,1,0,0,1,0,1,2,1,1,2,0,6,0,2,2,1,0,2,3,1,0,1,2,1,2,1,0,1,0,2,0,1,1,0,1,0,0,2,0,1,0,1,0,2,0,0,1,0,2,0,1,4,0,1,1,2,2,3,0,0,2,1,0,0,4,6,1,3,1,3,0,2,0,3,2,2,1,0,1,2,0,0,1,1,0,0,0,0,3,2,1,0,2,8,2,0,0,1,1,1,0,0,2,1,0,0,2,1,2,0,0,0,1,0,0,5,3,0,0,1,0,0,3,2,0,1,3,2,2,1,9,2,0,0,0,1,0,0,3,1,0,0,3,2,2,2
TGO,0,1,1,0,1,0,0,1,2,1,0,7,2,1,1,4,20,0,19,1,1,0,0,0,1,0,0,1,6,0,0,2,2,8,4,7,3,24,17,11,7,3,0,2,0,1,1,2,0,0,0,1,16,0,0,4,1,0,1,6,0,5,1,4,1,0,0,40,0,0,3,21,2,0,19,0,4,1,0,0,1,0,0,2,0,0,0,0,1,1,1,1,4,0,9,0,2,4,1,0,1,18,1,0,1,2,2,7,1,0,0,0,4,0,1,2,2,2,0,0,1,0,1,0,1,0,3,0,0,2,0,1,0,2,11,0,0,0,4,5,4,0,1,3,1,2,0,8,36,2,4,2,3,0,5,0,10,1,1,2,0,2,1,0,0,3,1,0,0,0,0,6,2,3,3,4,15,1,0,0,0,2,1,0,0,2,2,0,0,2,3,3,1,0,1,0,0,5,0,2,1,0,3,0,2,2,2,0,2,6,6,1,1,32,1,0,0,0,1,0,0,2,0,0,0,1,15,4,3
THA,0,13,3,0,15,0,0,107,66,101,0,808,215,44,4,206,13,0,13,183,115,10,1,7,77,0,0,10,332,2,23,9,23,3,414,317,92,1814,15,24,23,9,0,129,0,0,6,38,0,0,79,179,596,0,0,155,4,49,77,352,0,312,79,60,155,3,0,514,1,2,3,1358,73,1,51,1,4,17,2,0,193,2,0,9,0,0,2,0,7,120,7,159,447,0,1250,0,118,336,149,16,72,479,3,0,60,1120,27,71,5,93,0,1,630,83,55,26,5,16,0,0,138,1,68,6,62,0,31,0,4,9,0,205,1,9,16,3,79,56,56,13,2,0,6,25,708,9,3,1,164,2,366,129,80,0,176,43,793,18,86,225,0,9,262,0,0,168,5,10,0,82,0,118,328,11,751,21,18,341,2,0,0,4,3,0,1,101,1,1,0,54,29,268,3,0,2,7,0,3,2,0,0,0,1,0,2,30,401,0,742,32,41,124,11,1939,69,0,0,0,7,0,0,459,0,0,8,35,259,14,27
TJK,0,2,0,0,1,0,0,0,1,3,0,2,4,3,0,1,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,2,5,0,38,0,1,1,1,0,1,0,0,0,0,0,0,1,1,9,0,0,9,0,3,0,1,0,3,2,2,0,0,0,1,0,0,0,10,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,1,4,0,0,0,4,0,0,0,2,6,2,7,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,5,0,0,1,0,0,3,0,0,2,0,0,0,0,0,5,34,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,2,0,5,0,20,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,1,0,1,0,0,0,1,1,0,17,1,1,1,1,4,0,3,1,1,0,0,0,1,0,0,1,3,0,0,2,2,2,1,6,1,2,1,2,1,1,0,2,0,0,1,1,0,0,0,1,4,0,0,2,1,0,1,1,0,1,1,2,1,0,0,2,0,0,1,8,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,0,6,0,1,3,1,0,1,1,1,0,1,3,2,3,1,1,0,0,1,0,2,3,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,3,3,1,0,0,1,3,0,0,1,1,1,1,1,4,0,2,0,2,1,1,2,0,2,1,0,0,7,1,0,0,0,0,2,1,1,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,1,1,3,1,0,2,0,0,1,3,1,0,0,0,0,1,1,1,0,2,3,4,1,1,7,1,0,0,0,1,0,0,2,0,0,0,1,4,2,0
TON,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
TTO,0,0,0,0,0,0,0,3,3,0,0,17,1,0,0,5,2,0,1,2,1,1,2,0,0,1,1,1,11,16,0,2,0,0,25,5,5,14,0,1,1,0,1,6,0,0,2,1,0,0,0,2,13,0,0,4,1,1,1,3,0,4,2,2,4,3,0,16,0,0,0,66,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,1,2,0,28,0,1,13,2,0,2,7,10,0,2,7,1,8,2,0,1,0,3,3,0,1,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,7,1,3,6,1,0,0,13,0,12,5,3,0,9,2,1,3,3,1,0,0,3,0,0,6,0,0,0,1,0,5,6,1,7,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,6,1,0,4,0,0,0,2,2,0,0,1,0,0,0,3,0,2,2,3,0,1,78,0,0,0,0,1,0,0,1,0,0,0,0,27,0,3
TUN,0,2,3,0,7,0,0,127,25,6,0,117,35,8,1,107,4,0,4,19,10,44,0,9,6,0,0,3,94,1,6,0,6,3,246,68,30,283,3,13,13,1,0,26,1,0,2,2,0,0,14,39,225,2,0,22,2,225,6,358,0,340,19,29,47,1,0,1199,0,1,34,241,6,0,19,0,1,1,0,0,67,0,0,4,0,0,1,0,2,34,2,25,28,0,310,0,20,153,114,1,24,372,3,0,92,65,15,23,3,1,0,0,125,76,1,68,0,22,0,0,8,0,12,9,3,0,158,1,3,2,2,51,0,5,10,5,0,6,4,2,6,0,5,3,118,1,2,8,58,1,47,26,10,0,21,47,320,5,11,10,0,1,96,0,0,163,2,14,0,107,0,66,78,8,1825,47,14,23,0,0,0,5,1,0,3,29,0,0,0,16,26,56,0,1,3,7,0,3,2,30,0,0,1,0,0,0,182,0,91,4,15,10,7,268,5,0,0,0,5,0,0,48,0,0,3,44,182,5,1
TUR,0,14,1,0,51,1,0,429,212,123,0,843,567,229,2,585,16,0,2,196,254,46,2,57,138,0,0,10,621,5,16,1,13,2,987,815,234,1856,14,51,5,1,0,226,0,1,10,38,0,1,297,558,1820,0,0,482,8,249,109,870,0,1378,146,64,383,3,0,1206,0,1,3,2446,170,0,44,1,2,14,0,0,663,4,0,9,1,0,1,0,3,316,1,365,148,0,1526,0,278,1598,368,35,336,1883,6,0,171,556,126,47,102,8,0,2,649,185,1,172,2,38,1,0,80,1,173,35,110,0,275,4,15,8,0,307,0,56,5,41,5,81,61,8,1,0,27,9,546,5,2,4,277,1,902,393,42,0,179,131,1435,14,87,102,0,3,935,0,0,566,7,162,0,205,0,732,909,18,1625,55,21,262,0,0,0,3,1,1,11,365,1,1,0,183,208,649,1,1,0,34,0,2,2,401,4,0,1,0,3,182,4,0,893,21,25,219,28,3499,108,0,2,0,7,0,0,143,0,0,40,54,405,12,13
TUV,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TWN,0,2,1,0,8,0,0,210,146,75,0,1101,308,114,2,326,16,0,24,96,113,10,0,4,100,0,0,3,355,1,38,4,13,1,950,438,220,4553,7,35,12,1,0,167,0,1,15,8,0,0,76,385,1129,0,0,251,9,56,69,395,0,685,100,81,208,4,0,762,1,3,4,1670,113,1,34,0,0,17,0,0,260,1,0,5,0,0,2,0,6,112,3,223,597,0,1838,0,175,595,167,23,212,872,3,0,89,1768,28,23,12,19,0,1,1188,99,7,79,1,14,0,0,122,1,89,21,91,0,80,9,1,3,0,232,1,10,7,8,20,55,30,7,1,0,2,19,762,8,0,1,115,2,452,243,52,0,214,46,937,16,29,321,0,4,452,0,2,233,2,51,0,107,0,237,537,7,1152,19,9,605,0,0,0,1,1,0,1,165,1,1,0,94,129,348,10,0,0,0,0,1,2,742,1,0,2,0,2,91,893,1,166,7,13,97,15,4426,64,0,1,0,4,0,0,808,0,5,5,46,367,1,5
TZA,0,5,4,0,3,0,0,13,13,3,0,92,17,1,12,72,26,0,26,32,6,2,0,2,3,0,0,7,49,0,8,3,27,3,107,132,10,147,27,54,29,18,0,17,1,1,4,1,0,0,5,10,175,0,0,78,2,5,9,23,1,49,5,81,16,1,0,60,0,0,12,453,6,0,84,0,6,13,3,5,5,0,0,6,1,0,1,0,4,4,6,9,25,0,103,0,15,17,6,5,15,65,3,0,6,27,6,231,3,7,1,0,26,0,3,9,10,6,0,0,8,11,5,1,2,0,9,2,0,5,2,17,0,2,23,1,6,1,5,38,2,0,9,63,20,17,0,8,110,3,107,56,20,0,19,5,40,8,18,14,0,5,15,0,0,23,3,3,0,4,0,12,15,53,25,19,22,19,0,0,1,12,1,0,2,6,8,0,1,8,6,100,15,1,6,1,0,3,6,32,2,0,3,0,2,4,21,0,7,8,153,5,3,527,2,0,0,0,3,0,0,13,2,0,2,3,192,61,38
UGA,0,2,4,0,3,0,0,13,24,4,0,123,36,5,12,116,39,0,25,42,9,1,0,1,3,0,0,6,82,2,7,2,41,5,158,137,24,79,25,51,55,26,0,28,0,0,11,1,0,0,6,13,157,0,0,44,2,15,18,50,2,58,9,91,22,3,0,107,1,1,10,636,11,0,78,0,7,16,8,0,11,0,0,16,2,0,1,0,4,8,6,12,27,0,104,0,26,25,8,4,16,60,7,0,16,38,5,336,7,10,1,0,32,3,3,14,9,8,0,0,13,13,7,2,4,0,19,1,0,8,0,33,0,2,28,0,3,0,6,39,2,0,8,100,35,26,1,9,173,1,116,54,32,0,30,8,49,9,26,22,0,3,30,0,0,32,4,6,0,7,0,15,23,61,25,38,28,19,0,0,1,25,3,0,3,10,11,0,2,9,6,92,17,0,5,1,0,2,6,41,0,0,4,0,3,15,25,0,13,153,0,11,6,863,4,0,0,0,4,0,0,25,1,0,0,6,321,68,83
UKR,0,2,1,0,11,1,0,26,36,119,0,210,240,59,2,175,6,0,5,25,135,3,1,18,110,0,0,5,231,2,2,0,6,1,134,286,49,523,3,8,5,2,0,120,0,1,5,32,0,0,67,342,755,0,0,120,2,15,65,108,0,336,117,11,177,1,0,461,1,2,2,620,118,0,11,0,0,4,0,0,187,2,0,4,0,0,2,0,3,168,4,277,51,0,248,0,144,115,19,9,102,471,2,0,22,179,80,8,15,3,0,3,191,63,1,14,1,5,0,0,70,2,170,11,143,0,27,2,21,5,0,147,0,15,4,10,2,62,6,3,2,0,1,2,88,1,0,1,34,2,218,105,13,0,81,7,135,8,54,54,0,3,970,0,0,183,8,1,0,61,0,218,531,4,51,10,4,30,0,0,0,2,2,0,0,132,2,1,0,252,79,237,1,0,0,7,0,2,1,124,5,0,1,0,0,10,219,0,97,5,11,0,9,758,74,0,0,1,3,0,0,44,0,0,4,4,88,4,4
URY,0,1,1,0,2,0,0,8,315,2,0,72,43,2,1,43,2,0,2,7,4,1,1,1,1,0,0,21,314,2,0,0,5,1,92,65,151,64,3,3,2,1,0,95,0,0,35,15,0,0,3,26,116,0,0,40,13,5,56,19,0,230,5,5,20,1,0,109,0,1,1,164,4,1,7,0,0,1,0,0,21,0,0,19,0,0,1,0,13,12,6,7,12,0,50,0,15,8,3,3,21,89,4,0,6,42,4,12,1,0,0,0,20,1,1,10,1,2,0,0,4,1,6,0,4,0,10,2,1,3,0,131,0,4,2,2,1,1,2,2,1,0,0,1,15,4,1,0,17,7,62,25,4,0,29,1,9,19,64,12,0,1,30,0,0,41,27,3,0,6,0,10,15,2,12,4,2,25,0,0,0,1,12,0,0,15,1,0,0,3,11,46,0,0,0,0,0,1,1,11,0,0,1,0,1,7,28,0,15,3,6,9,0,315,1,0,0,0,31,0,0,4,0,0,0,2,33,3,1
USA,13,61,38,1,51,6,4,1657,2202,240,12,15111,4435,134,20,6001,98,3,146,1187,480,76,44,73,200,30,28,125,8815,63,65,23,195,10,24771,10861,2776,47523,107,280,180,92,2,1833,0,10,327,147,13,13,487,2439,24897,2,6,5393,118,218,586,2725,5,12055,432,695,2808,43,13,15697,14,11,56,34202,398,1,723,16,37,59,13,5,2728,126,29,184,24,1,36,0,76,699,99,1587,710,1,10597,1,2617,3818,402,382,4889,15605,91,2,812,11437,263,1304,42,125,4,52,9343,394,47,641,67,84,4,25,355,36,328,311,201,6,407,52,52,132,6,3771,5,89,115,94,104,75,142,177,7,5,35,375,1415,92,34,49,1176,54,11090,3508,479,1,2406,231,2421,346,929,696,16,55,4127,9,5,2640,92,137,1,901,1,1149,3830,249,4427,136,164,3546,7,1,7,69,48,1,14,672,22,4,14,423,637,7404,47,21,29,88,3,9,32,1939,20,2,7,3,78,268,3499,3,4426,527,863,758,315,26,96,0,24,6,184,2,0,999,14,28,40,64,3890,313,227
UZB,0,1,1,0,6,0,0,61,10,58,0,77,69,14,2,69,2,0,4,20,64,5,0,4,66,0,0,1,67,1,1,1,3,1,14,68,7,319,1,6,3,0,0,55,0,0,0,1,0,0,56,72,117,0,0,9,2,2,60,103,1,74,56,10,66,0,0,73,0,1,2,98,62,0,13,0,0,1,0,0,58,0,0,3,0,0,1,0,1,58,1,61,32,0,180,0,55,114,75,4,11,93,2,0,11,32,49,9,14,2,0,0,97,56,2,2,0,2,0,0,56,0,55,5,68,0,15,1,3,1,0,61,0,7,4,1,1,53,6,2,2,0,1,1,74,0,0,1,9,1,13,13,8,0,58,5,122,3,8,5,0,2,85,0,0,63,1,4,0,52,0,32,187,1,101,5,1,6,0,0,0,1,1,0,0,60,0,0,0,9,7,11,0,0,0,1,0,2,1,69,5,0,1,0,0,5,108,0,64,2,4,74,1,96,0,0,0,0,3,0,0,15,0,0,5,4,26,2,1
