,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
CHL,0,0,0,0,0,0,146,2,0,94,26,0,0,62,0,0,0,12,0,0,0,0,0,0,4,230,0,0,0,0,0,106,34,0,46,0,0,0,0,0,44,0,10,14,0,0,14,342,0,0,38,2,0,8,2,0,370,2,0,26,0,358,0,0,240,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,20,6,48,8,0,0,8,48,154,0,0,56,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,14,4,12,0,2,6,22,6,0,0,52,22,4,0,0,2,60,0,2,0,0,6,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,22,28,1042,2,0,0,28,0,0,0,0,6,20,0,0
CHN,0,0,0,0,0,14,36,6,0,1340,218,2,0,310,0,0,4,58,0,0,0,12,0,0,0,194,0,0,0,2,0,1174,352,46,0,2,4,0,0,0,40,0,6,0,0,36,64,1962,0,0,176,2,4,22,28,2,284,8,0,128,0,998,0,0,2062,6,0,0,0,2,0,90,2,0,0,0,0,2,10,0,82,18,300,52,6,0,12,164,510,0,6,3216,6,6,0,2,0,766,4,2,0,0,2,0,0,10,0,4,2,6,0,2,0,2,0,116,0,0,0,0,2,8,0,0,0,0,2,184,0,0,0,4,0,384,116,4,160,2,16,0,2,54,0,0,204,92,0,0,0,66,522,0,12,2,0,758,0,2,0,0,2,0,0,10,68,452,0,0,2,0,0,154,2,0,0,4,0,28,752,0,0,32,2,7042,14,0,0,12,24,0,0,2,20,60,2,0
CIV,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,34,0,2,0,16,2,2,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,96,0,2,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,8,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,44,0,0,0,0,2,0,0,0,0,4,0,0
CMR,0,0,0,0,0,0,0,0,0,4,4,0,0,34,14,8,0,0,0,0,0,0,0,0,2,4,0,0,0,8,8,6,24,0,4,16,0,2,2,0,0,0,0,0,0,0,2,38,0,0,2,0,2,0,0,0,2,0,0,2,0,126,0,4,66,0,2,0,2,0,0,0,0,0,2,8,0,0,0,0,0,2,4,0,2,0,0,0,4,0,0,0,0,10,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,28,0,8,0,0,2,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,2,0,0,0,0,2,0,0,6,4,0,0,48,0,0,0,4,2,0,0,0,0,16,0,2
COD,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,0,2,2,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
COG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,0,0,0,0,0,50,0,0,20,16,0,0,12,0,0,0,0,0,0,0,0,0,0,6,110,0,0,0,0,0,28,38,44,40,0,0,0,0,0,0,0,14,12,0,0,22,92,0,0,6,0,2,34,0,0,160,0,0,6,0,110,0,0,176,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,36,0,0,0,2,16,20,0,0,18,0,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,8,0,60,6,0,2,0,2,10,16,8,0,0,28,4,0,0,0,0,40,0,2,0,0,8,0,0,2,0,0,0,0,0,2,10,0,0,0,0,0,12,0,0,0,0,0,2,2,0,2,6,6,366,0,0,0,36,4,0,0,0,0,10,0,4
COM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI,0,0,0,0,0,0,24,0,0,2,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,28,8,10,6,0,0,0,0,0,14,0,0,2,0,0,0,30,0,0,4,2,0,0,0,0,36,0,0,10,0,46,0,0,18,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,6,0,8,0,0,0,2,8,10,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,4,0,4,0,0,10,10,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2,38,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,202,0,0,0,8,0,0,0,0,0,4,0,0
CUB,0,0,0,0,0,0,22,0,0,4,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,24,8,14,0,0,0,0,0,0,12,0,2,0,0,0,0,46,0,0,2,0,0,0,4,0,210,0,0,10,0,42,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0,36,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,0,2,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,6,4,38,0,0,0,6,0,0,0,0,0,2,0,0
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,8,54,0,36,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,4,0,40,2,0,0,0,44,0,0,74,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,34,0,42,12,2,0,0,10,70,0,2,2,0,0,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0,2,0,0,0,4,0,2,0,0,2,2,0,0,0,34,38,0,0,0,2,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,2,10,34,0,4,0,0,94,0,0,0,0,0,0,0,0,2,2,0,0
CZE,0,0,0,0,0,0,40,30,0,72,272,0,0,218,0,0,0,40,0,0,4,24,0,0,0,72,0,0,0,0,0,208,222,14,64,0,2,2,0,0,22,0,0,0,0,0,0,1204,0,0,88,0,0,22,16,0,212,16,2,94,0,732,0,0,580,8,2,0,0,0,0,108,0,0,0,0,0,0,30,0,134,2,48,20,0,0,2,64,440,0,6,336,2,2,0,0,0,40,0,0,4,0,0,0,0,0,0,36,2,8,4,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,84,2,18,0,4,6,0,0,0,2,346,72,0,0,0,54,458,0,2,2,0,4,0,0,0,0,0,0,0,412,52,212,0,0,0,0,0,2,2,0,0,0,4,28,24,0,0,82,0,1032,2,0,0,0,0,0,0,0,8,24,0,0
DEU,0,2,8,0,2,14,420,124,0,1702,2946,24,0,2286,6,14,46,464,0,0,22,318,0,2,14,1018,2,2,0,8,2,2620,5046,342,1962,12,38,14,0,0,92,0,30,46,0,52,1204,0,0,0,1590,2,42,36,238,2,2846,148,32,1212,0,6868,0,50,8952,100,36,0,8,0,0,894,0,0,6,8,0,0,238,2,1104,74,1104,352,66,2,62,1504,4990,6,62,3180,48,56,18,4,0,660,10,2,6,0,4,2,6,6,0,104,52,128,82,4,72,10,0,428,0,16,6,4,0,10,0,2,0,2,2,50,10,0,4,68,0,4224,768,12,264,6,80,18,36,36,0,10,2276,574,8,10,0,518,5186,4,20,20,10,92,2,0,2,0,6,0,0,498,294,2470,0,0,14,0,4,82,2,0,0,0,40,370,348,16,12,856,30,19536,52,0,0,48,38,0,0,0,170,358,2,20
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,0,0,0,30,0,0,330,250,0,0,402,0,4,4,22,0,0,2,4,0,2,2,94,0,0,0,4,0,436,472,38,176,0,2,0,0,0,6,0,4,2,0,0,88,1590,0,0,0,0,2,4,8,0,534,22,16,494,2,982,0,0,1794,6,26,2,18,30,0,192,0,18,0,0,0,2,26,0,136,4,68,94,4,0,116,146,706,0,2,320,2,14,0,0,0,56,2,0,0,2,0,0,0,10,0,38,8,12,2,2,6,0,0,36,0,0,0,0,0,0,2,0,0,4,2,14,2,0,0,4,0,754,734,2,82,2,2,4,8,16,0,0,278,92,0,0,2,36,340,0,4,10,10,12,0,2,0,0,0,2,0,38,38,1390,0,0,0,0,0,50,0,0,0,2,0,44,24,42,6,56,2,2764,2,0,0,6,6,0,0,0,18,74,6,24
DOM,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,2,4,0,0,0,0,0,0,0,0
DZA,0,0,0,0,0,2,0,0,0,4,2,0,0,20,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,4,2,2,0,0,0,2,0,0,0,0,0,0,42,0,0,2,0,0,0,4,0,24,2,0,6,0,462,0,0,24,0,0,0,0,0,0,16,0,0,0,2,0,0,2,2,2,0,6,0,2,0,0,0,26,0,2,6,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,18,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,2,2,0,0,0,0,0,0,12,4,0,0,0,4,6,0,8,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,2,0,28,0,0,0,0,2,0,0,0,2,2,0,0
ECU,0,0,0,0,0,0,24,0,0,6,4,0,0,8,0,2,0,0,0,0,0,0,0,0,10,34,0,0,0,0,0,8,12,8,22,0,0,0,0,0,34,0,0,0,0,0,22,36,0,0,4,0,0,0,0,0,16,0,0,6,0,54,0,0,56,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,0,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,4,18,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,106,0,0,0,4,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,44,6,0,0,16,26,0,0,26,0,0,0,4,2,0,0,2,0,0,0,14,0,0,0,0,0,86,36,2,28,0,0,0,0,0,0,0,0,4,0,4,16,238,0,0,8,0,4,0,0,0,52,0,2,2,0,36,0,0,170,0,8,0,0,0,0,20,0,0,0,0,0,0,4,0,14,6,22,8,0,0,0,22,76,0,2,164,4,6,0,0,0,14,44,0,6,0,2,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,36,8,0,2,6,2,0,2,0,0,0,20,6,0,0,6,4,22,0,142,4,0,6,0,0,0,0,0,0,0,4,0,14,0,0,12,0,0,6,0,0,0,0,6,8,10,2,2,2,0,540,0,0,0,0,0,0,0,2,4,8,0,2
ERI,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0
ESP,0,0,2,4,0,8,682,26,0,344,414,0,0,886,0,2,2,134,0,0,0,20,0,0,16,538,2,0,0,0,0,852,906,370,284,0,2,2,2,0,160,0,36,210,0,40,212,2846,0,0,534,2,24,16,52,0,0,12,0,376,0,3498,0,2,3662,16,0,0,0,0,2,364,0,0,0,0,0,2,42,0,218,6,152,162,10,4,20,282,2598,0,2,608,30,8,0,0,0,168,4,0,4,0,0,0,0,0,0,12,12,12,126,6,16,2,0,634,0,2,2,4,0,0,6,2,0,0,0,4,0,2,0,6,2,1172,234,0,72,2,6,12,36,18,0,0,432,630,2,0,0,174,652,0,16,0,8,14,0,0,6,0,2,0,0,86,54,754,0,0,0,4,2,28,0,0,0,0,8,88,110,10,2,126,64,5184,8,0,0,166,4,0,0,0,48,76,0,2
EST,0,0,0,0,0,0,2,0,0,8,4,0,0,14,0,0,0,8,0,0,0,2,0,0,0,2,0,0,0,0,0,14,24,2,8,0,0,0,0,0,0,0,0,0,0,2,16,148,0,0,22,0,2,0,0,0,12,0,0,132,0,50,0,0,52,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,8,0,0,6,0,0,2,4,38,0,0,26,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,16,0,16,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,0,4,0,0,0,0,0,0,0,34,6,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,2,4,184,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,102,0,0,0,2,0,0,0,0,2,0,0,0
ETH,0,0,0,0,0,0,0,0,0,8,8,0,0,18,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,16,0,0,0,2,2,0,0,0,0,0,12,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2,2,0,0,2,18,0,0,6,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,34,30,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,56,0,0,0,0,0,0,0,0,0,8,2,4
FIN,0,0,0,0,0,2,16,10,0,200,208,2,0,282,0,0,2,28,0,0,0,12,0,0,4,64,0,2,0,4,0,414,372,26,128,0,2,0,0,0,6,0,10,10,0,0,94,1212,0,0,494,2,6,6,2,0,376,132,0,0,0,618,0,0,1308,8,2,0,0,0,0,90,0,0,0,0,0,0,14,0,166,2,54,116,6,2,56,122,538,0,16,252,4,4,0,0,0,40,24,0,0,0,0,0,0,0,0,48,10,18,2,2,14,0,0,12,0,0,0,2,0,2,0,0,0,2,4,10,0,0,0,6,0,600,446,0,36,4,0,0,2,2,0,0,180,106,0,0,0,50,540,0,0,2,0,6,0,0,2,0,0,0,0,70,40,1410,0,2,0,0,0,10,2,0,0,2,2,52,20,6,0,44,0,2128,2,0,0,2,2,0,0,0,14,38,0,8
FJI,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,2,0,0,0,0,0
FRA,0,4,2,0,2,16,424,126,0,1106,872,4,4,2954,32,50,10,290,2,2,4,78,4,6,46,1250,0,0,0,4,12,2542,3004,358,998,96,126,8,18,0,110,2,46,42,0,44,732,6868,2,0,982,0,462,54,36,8,3498,50,12,618,0,0,0,56,6854,20,18,14,8,2,0,752,2,0,4,52,2,0,136,4,594,56,570,272,56,0,56,766,4970,2,12,1866,18,24,8,6,2,294,10,8,164,4,0,2,0,0,0,84,68,32,806,36,22,48,0,490,0,4,40,6,4,6,4,14,0,8,4,18,0,38,20,10,4,2482,582,4,188,14,24,12,42,32,0,2,1522,768,6,6,2,578,2332,4,34,14,144,104,0,0,2,0,0,0,6,200,126,1572,0,0,22,16,16,82,2,0,0,10,604,234,162,4,10,290,56,11680,10,0,0,146,116,0,0,2,66,270,4,10
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,4,0,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,0,0,0,0,56,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
GBR,2,4,4,0,6,84,318,66,0,3684,1036,16,0,2278,18,16,90,220,10,4,12,66,6,22,14,1112,8,2,2,12,4,3898,2784,240,2062,12,66,0,8,0,176,0,18,22,0,74,580,8952,0,0,1794,4,24,56,170,10,3662,52,38,1308,10,6854,0,34,17036,32,56,8,104,12,0,1234,2,2,16,8,2,6,94,4,618,76,870,1432,230,0,124,914,5500,26,66,3118,68,286,4,4,2,610,58,2,48,2,12,0,8,80,2,74,28,28,34,2,14,12,2,532,0,18,4,28,0,12,6,0,6,24,92,154,10,6,0,102,4,4438,1200,26,892,62,130,36,48,50,0,14,1188,1014,2,2,12,234,2048,0,114,22,22,452,0,4,4,0,2,2,6,272,158,2886,2,4,14,4,2,298,2,0,0,48,30,644,338,124,92,244,40,19454,16,2,2,90,90,2,0,6,112,836,60,46
GEO,0,0,0,0,0,0,2,4,0,2,16,0,0,18,0,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,10,8,0,6,0,0,0,0,0,0,0,0,0,0,0,8,100,0,0,6,0,0,0,0,0,16,0,0,8,0,20,0,0,32,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,4,0,4,2,4,0,0,12,44,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,18,10,0,0,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,2,6,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,96,2,0,0,0,2,0,0,0,0,0,0,0
