,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
PAK,14,2,0,0,0,0,56,44,230,0,408,398,8,0,246,0,0,88,204,4,0,4,180,0,0,0,404,0,6,2,0,0,364,408,26,1252,0,12,4,0,0,204,0,0,8,50,0,0,190,268,834,0,0,90,2,42,8,300,0,356,192,20,288,2,574,0,2,1356,210,14,0,0,6,0,0,254,0,0,8,0,0,0,258,2,284,20,510,146,328,24,6,30,504,8,10,260,26,50,10,4,0,0,746,22,0,38,0,4,0,0,80,0,186,12,0,22,0,0,2,0,274,0,6,12,0,0,2,4,8,0,0,2,2,462,0,0,2,30,4,312,102,26,248,74,0,6,50,30,0,2,310,0,216,2,0,68,268,364,0,812,20,0,110,0,0,4,0,0,226,0,0,0,56,6,282,0,4,18,0,0,256,14,0,0,0,6,468,0,212,18,8,258,4,1532,12,0,0,10,0,34,0,0,0,2,140,12,14
PAN,0,0,0,0,0,0,2,42,0,0,56,10,0,0,30,0,0,0,0,0,0,0,0,0,2,14,84,0,0,0,0,0,52,38,26,28,0,10,2,2,0,66,0,0,52,12,0,0,0,16,96,0,0,14,12,0,44,2,0,72,2,0,4,0,32,0,4,94,0,6,0,0,0,0,0,4,2,0,18,6,2,4,0,0,4,4,40,0,0,0,0,0,28,2,0,24,0,2,0,0,0,0,2,0,0,4,0,0,0,0,8,0,4,0,0,2,0,0,0,0,62,0,4,0,0,0,0,0,0,0,0,2,0,18,0,2,0,4,10,46,10,0,14,0,6,0,24,10,0,2,8,0,8,6,0,2,0,4,0,4,2,0,10,0,0,12,0,0,2,0,0,0,2,0,12,0,0,2,0,0,18,0,0,0,2,0,4,0,6,2,4,2,16,464,0,0,0,26,0,2,0,0,0,0,4,0,0
PER,2,2,0,0,0,0,2,176,52,0,78,46,0,0,72,4,0,2,4,0,0,2,0,2,0,66,386,0,0,0,0,0,96,156,148,100,2,4,2,2,0,134,0,0,22,68,0,0,0,66,184,0,0,82,18,0,82,26,0,302,2,4,60,0,210,0,0,318,0,10,0,2,6,2,0,72,0,0,16,4,0,18,60,2,60,20,108,6,2,2,0,22,150,2,2,106,0,26,0,2,0,0,72,2,0,8,0,0,0,0,4,0,6,0,0,4,0,0,4,0,230,0,6,2,0,0,0,2,0,2,0,2,4,8,0,0,2,8,14,110,76,12,20,0,50,24,0,24,0,0,86,0,24,20,0,0,60,74,2,16,4,2,8,0,0,10,0,0,36,0,0,2,60,4,78,0,0,2,0,0,44,0,0,0,2,8,66,0,12,6,16,58,40,984,4,0,0,80,0,18,0,0,0,0,76,4,2
PHL,4,2,0,0,0,0,8,28,2,0,232,32,2,0,60,12,2,24,8,0,0,4,4,0,0,2,66,0,2,2,0,0,78,100,28,230,0,2,4,6,0,26,0,0,6,6,0,0,2,16,146,0,0,48,6,0,16,26,0,46,6,0,22,4,128,0,0,216,2,12,0,0,2,0,0,34,4,0,10,0,0,6,6,0,8,110,190,10,10,0,6,12,38,6,0,352,0,12,0,28,0,0,206,2,4,14,0,0,0,0,36,0,8,2,2,4,0,2,2,0,40,0,4,2,0,10,0,22,4,2,0,2,0,138,0,0,2,8,4,76,18,34,46,2,30,10,24,0,0,2,28,0,14,6,0,0,48,16,0,24,2,12,130,6,0,8,0,0,6,0,0,0,14,2,40,0,4,4,0,2,170,0,0,0,0,2,20,0,206,16,6,12,16,646,2,0,0,2,0,70,6,0,0,0,44,0,2
PLW,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0
PNG,2,0,0,0,0,0,0,0,0,0,152,2,0,0,4,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,26,0,8,2,2,0,0,0,0,0,0,4,0,0,0,0,8,10,0,0,0,0,0,0,0,0,44,4,0,0,8,6,0,2,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,14,0,2,0,4,2,0,2,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,6,2,0,16,0,2,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,0,0,72,0,0,0,0,0,2,0,0,0,0,2,2,0
POL,0,0,0,6,0,0,24,356,432,0,1158,1342,158,0,1452,0,2,16,544,8,4,22,542,0,4,6,1056,2,4,0,2,0,1520,1904,416,1442,0,2,2,0,0,402,0,0,6,68,0,0,218,1830,5524,0,0,1056,2,18,8,292,0,2702,372,16,918,0,3754,0,0,4868,380,4,0,0,2,0,0,1002,16,4,4,0,2,2,498,0,998,14,938,552,356,4,50,584,3166,0,10,1246,38,10,2,2,0,0,726,12,0,30,0,0,0,0,40,0,450,62,108,178,6,28,6,0,552,0,32,0,28,0,10,8,0,0,0,2,0,114,24,12,0,16,2,1862,810,4,324,4,310,8,86,28,0,0,0,0,870,6,0,58,1010,1936,0,176,4,0,122,0,0,4,0,0,564,0,0,0,632,470,1506,0,0,2,0,0,274,2,0,0,6,42,836,0,570,2,2,1254,28,5802,6,4,0,16,0,212,0,0,0,2,492,0,10
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0
PRT,0,38,0,4,0,0,36,346,350,0,902,872,184,0,1096,2,2,8,318,2,0,10,370,0,2,6,2322,4,0,0,2,0,788,1200,322,1008,0,8,0,0,0,430,0,18,8,50,0,0,230,718,2734,0,0,790,2,30,30,232,0,4742,258,2,640,2,2790,0,6,4024,368,4,0,0,4,4,0,788,0,0,4,0,0,4,302,0,560,10,704,334,352,14,36,428,2512,2,10,524,2,24,2,2,0,0,322,10,0,22,0,6,0,0,40,2,260,50,52,238,0,8,12,0,518,0,8,4,26,0,0,2,56,0,0,2,0,78,4,2,2,22,0,1528,570,4,274,8,216,8,24,14,0,2,870,0,0,4,0,50,594,742,2,154,4,2,100,0,0,0,0,0,450,0,0,2,256,332,982,0,0,6,0,0,216,0,0,0,2,110,578,0,422,20,6,250,44,3824,22,4,0,26,0,28,0,0,0,2,392,2,0
PRY,2,2,0,0,0,0,0,60,0,0,12,4,0,0,0,0,2,0,6,2,0,0,4,0,0,8,60,2,6,0,0,0,4,6,24,8,0,4,2,0,0,22,0,0,6,8,0,0,0,4,10,0,0,0,2,0,16,6,0,44,0,0,6,0,14,0,0,8,2,0,0,0,0,0,0,2,0,0,6,0,0,4,4,2,0,2,14,2,0,0,0,18,14,2,0,22,0,2,0,2,0,0,12,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,10,6,10,0,2,2,0,2,6,20,6,0,0,6,0,4,0,0,0,0,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,4,6,0,6,2,2,6,22,110,0,0,0,12,0,2,0,0,0,0,8,0,0
PSE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,58,12,32,0,182,60,0,0,98,0,0,0,34,14,0,0,32,0,0,14,66,0,2,0,0,0,204,94,38,274,2,0,0,0,0,32,0,0,0,0,0,0,34,44,208,0,0,52,0,16,0,190,0,138,32,0,40,0,204,0,0,448,36,2,0,0,2,0,0,80,0,0,0,0,0,0,52,0,34,6,88,56,90,8,0,14,174,0,30,54,2,0,0,0,0,0,108,26,0,48,0,6,0,0,32,0,32,8,0,12,0,0,0,0,48,0,0,0,4,0,0,0,2,0,0,0,0,44,0,0,0,2,0,44,30,4,66,32,68,2,0,0,0,2,58,0,50,0,10,0,4,34,0,192,12,2,30,0,0,0,0,0,92,0,0,0,16,14,26,0,0,4,0,0,46,0,0,0,4,72,58,0,42,0,0,40,0,848,0,0,0,0,0,4,0,0,0,10,32,0,0
ROU,0,0,0,10,2,0,20,226,344,0,378,774,158,0,654,2,0,2,348,0,0,26,292,0,0,2,662,0,4,0,0,0,524,900,220,742,6,30,0,0,0,300,0,0,2,60,0,0,192,614,2000,0,0,430,0,26,2,198,0,1284,178,2,354,0,2162,0,0,1764,292,4,0,0,0,0,0,688,6,0,4,0,0,0,306,0,850,6,440,280,296,10,10,310,1774,2,8,454,8,2,0,0,0,0,242,2,0,20,0,0,0,0,4,0,170,28,32,170,2,98,2,0,368,0,18,0,10,0,16,6,0,0,0,0,0,114,0,0,0,10,0,878,382,4,156,2,268,0,60,48,0,0,1010,0,594,0,0,4,0,786,0,248,0,4,28,0,0,0,0,0,444,0,0,0,360,338,564,0,0,0,0,0,138,0,0,0,0,14,826,0,354,4,4,446,2,1834,2,0,0,2,0,168,0,0,2,0,272,0,2
RUS,0,0,0,4,0,0,18,290,570,0,1200,1068,218,0,1032,0,0,8,444,4,0,16,850,0,0,4,1136,2,2,0,0,0,1304,1778,328,1976,6,10,0,0,0,440,0,0,16,72,0,0,208,1322,6446,0,0,674,0,32,58,236,0,2254,380,14,1348,0,3906,0,10,4218,410,4,0,0,2,0,0,782,0,6,6,2,0,0,366,0,774,18,950,472,304,12,70,744,2716,6,22,1718,288,10,32,0,0,0,1096,2,0,42,0,0,0,0,48,0,298,16,126,182,4,72,12,0,708,0,20,2,4,0,20,82,0,0,0,2,2,98,6,0,2,6,0,1474,790,4,304,12,364,4,74,16,0,0,1936,0,742,6,0,34,786,0,2,140,4,6,170,0,0,0,0,0,518,0,0,2,548,320,1404,2,0,2,0,0,248,16,4,0,2,24,780,0,798,12,6,1656,18,6888,98,0,0,14,0,304,0,0,0,0,498,2,2
RWA,2,0,0,0,0,0,0,2,0,0,8,0,0,12,40,2,6,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,20,10,2,14,6,4,14,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0,2,2,0,4,0,4,0,0,12,0,8,74,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,6,2,0,0,0,0,8,2,0,4,0,56,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,6,0,0,0,0,4,0,0,0,0,0,0,2,0,0,10,0,0,0,8,0,2,0,0,12,0,48,4,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,4,0,0,0,0,2,0,0,0,22,54,0,0,200,0,0,0,0,0,2,0,0,0,0,44,32,2
SAU,0,0,0,0,0,0,154,60,40,0,606,188,0,0,182,0,2,46,72,46,0,0,48,0,0,4,186,0,10,0,14,0,1114,272,42,1236,0,16,0,0,0,68,0,0,10,2,0,0,42,108,968,0,0,180,4,274,4,4028,2,498,50,14,172,0,710,0,0,1674,36,0,0,0,6,0,0,260,0,0,0,0,0,0,52,0,64,30,1298,90,320,22,18,84,672,6,248,384,14,6,6,4,0,0,568,82,0,108,2,42,0,2,18,0,38,8,2,164,2,0,0,0,148,0,2,2,4,0,0,4,0,0,0,0,2,738,2,0,0,16,0,404,80,2,128,92,812,4,16,24,0,2,176,0,154,4,0,192,248,140,2,0,116,2,210,0,0,2,0,0,100,0,0,2,16,18,206,4,4,32,0,0,114,10,0,0,4,368,698,0,210,10,8,82,16,3430,0,0,0,24,0,16,0,0,0,92,210,12,6
SDN,2,0,0,0,0,0,6,8,0,0,36,16,0,0,6,0,4,0,4,2,0,0,0,0,0,0,6,0,0,0,2,0,12,30,8,84,2,12,0,0,0,12,0,0,0,2,0,0,0,6,64,0,0,18,2,0,0,58,2,14,0,12,2,0,28,0,2,80,0,12,0,0,0,0,0,2,0,0,0,2,0,0,2,0,4,4,32,10,14,10,0,4,24,0,2,24,2,28,2,4,0,0,2,2,2,2,0,4,0,0,0,0,2,0,0,4,0,0,4,0,12,0,2,0,0,2,0,0,4,0,0,0,2,80,2,0,0,10,0,44,14,0,4,16,20,2,4,2,0,2,4,0,4,0,0,12,0,4,2,116,0,6,4,0,0,2,0,0,2,2,0,0,8,0,16,0,0,6,2,0,18,2,0,0,0,6,12,0,0,14,12,0,6,90,2,0,0,0,0,4,0,0,0,10,44,2,0
SEN,2,2,0,0,0,0,0,4,0,0,18,10,0,0,78,36,62,0,0,0,0,0,0,0,0,0,10,0,0,0,2,2,28,34,2,6,32,54,12,4,0,0,0,2,0,0,0,0,0,2,36,0,0,16,0,10,0,6,0,32,2,14,6,0,382,0,8,102,0,22,0,12,14,4,0,0,0,0,0,2,0,0,0,0,0,8,16,0,4,0,0,4,30,0,2,12,2,40,0,8,0,0,0,0,2,6,0,0,0,0,2,2,0,4,0,18,0,0,20,0,6,0,0,38,0,4,0,0,8,18,0,0,12,0,0,4,30,34,0,32,10,0,2,2,0,0,2,12,0,2,0,0,2,0,0,2,4,6,2,2,6,0,2,0,2,0,0,0,0,0,0,0,0,2,14,0,0,0,2,10,16,0,0,0,0,20,0,0,4,32,18,0,0,176,0,0,0,2,0,6,0,0,0,0,26,6,4
SGP,0,0,0,0,0,0,64,48,4,0,2048,188,0,0,194,0,0,22,14,0,0,0,22,0,0,0,150,0,26,0,0,0,788,484,40,5924,2,2,2,0,0,12,0,0,2,2,0,0,24,146,988,0,0,280,4,2,0,36,0,390,20,0,140,4,772,0,2,2242,0,10,0,0,6,0,0,140,0,0,6,0,0,0,40,0,40,150,910,128,116,2,72,208,478,4,2,1120,14,14,0,8,0,0,774,12,8,14,0,0,0,0,44,0,2,26,12,8,0,0,2,0,76,0,2,0,2,6,0,0,0,0,0,2,14,586,0,6,0,6,0,594,82,12,246,14,110,10,8,130,0,6,122,2,100,0,0,30,28,170,0,210,4,2,0,0,0,2,0,0,8,0,0,0,16,32,400,0,4,0,0,0,274,0,0,0,0,6,136,0,582,4,6,20,4,5330,2,0,0,6,0,132,0,0,0,0,66,0,0
SLB,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,4,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,2,0,6,0,0,0,0,8,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,8,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,56,0,0,0,0,0,0,0,0,0,0,10,0,4
SLV,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,4,2,4,2,0,0,0,0,0,8,0,0,16,6,0,0,0,0,0,0,0,0,4,0,8,2,0,16,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,16,0,0,12,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,2,0,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,2,0,0,0,0,4,12,10,8,0,0,4,0,0,4,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,8,48,0,0,0,4,0,4,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2
SRB,0,0,0,32,0,0,30,182,380,0,332,572,152,0,336,0,0,0,312,0,0,266,348,0,0,4,446,2,0,0,0,0,342,570,178,578,0,0,0,0,0,352,0,0,4,36,0,0,192,526,1098,0,0,286,2,4,4,216,0,676,212,2,294,0,706,0,0,1070,344,4,0,0,2,0,0,574,0,0,4,0,0,0,502,0,530,4,360,114,244,8,8,248,878,4,4,270,2,4,0,0,0,0,274,2,0,10,0,20,0,0,42,0,224,12,28,160,0,12,4,0,342,0,122,0,6,0,160,8,0,0,0,2,0,24,0,0,6,42,0,446,254,0,202,0,226,2,36,6,0,0,564,0,450,0,0,92,444,518,0,100,2,0,8,0,0,2,0,0,0,0,0,0,288,472,360,0,0,4,0,0,210,0,0,0,0,16,512,0,344,2,0,258,10,1026,0,0,0,4,0,6,0,0,4,0,228,0,2
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,4,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,0,0,178,216,0,236,542,152,2,184,0,2,0,110,0,0,8,158,0,0,0,278,0,0,0,0,0,346,468,174,330,0,0,0,0,0,168,0,0,0,64,0,0,10,1584,926,0,0,306,2,10,8,34,0,582,58,0,236,0,586,0,0,896,164,0,0,2,0,0,0,350,0,0,2,0,0,0,120,0,500,4,210,72,34,0,14,214,604,0,0,436,4,4,0,2,0,0,172,0,0,6,0,0,0,2,0,0,60,20,48,154,4,10,0,0,184,0,4,0,10,0,8,8,0,0,0,0,0,14,0,0,0,0,0,408,302,2,26,2,56,2,60,14,0,0,632,0,256,0,0,16,360,548,2,16,8,0,16,0,0,2,0,0,288,0,0,0,0,300,388,0,0,0,0,0,42,0,0,0,0,2,312,0,242,0,10,186,2,854,4,0,0,10,0,10,0,0,0,0,234,0,0
SVN,0,0,0,10,2,0,4,222,164,0,372,630,152,0,284,0,0,12,86,2,0,64,158,0,0,2,250,0,0,0,0,0,334,516,176,426,2,0,0,0,0,156,0,0,0,4,0,0,30,494,996,0,0,316,0,8,4,26,0,676,62,0,154,0,712,0,0,1036,156,2,0,0,2,0,0,338,0,0,4,0,0,0,506,0,400,2,200,86,40,0,22,248,1018,2,6,382,14,0,6,0,0,0,102,0,0,14,0,2,0,0,6,0,58,18,40,156,2,8,2,0,142,0,52,0,12,0,30,0,0,0,0,0,0,38,2,0,0,0,0,506,328,0,34,2,6,0,4,2,0,0,470,0,332,0,0,14,338,320,0,18,0,2,32,0,0,0,0,0,472,0,0,0,300,0,434,0,0,4,0,0,18,12,0,0,0,6,264,0,228,0,0,58,8,1108,4,0,0,2,0,32,0,0,6,0,196,0,2
SWE,4,2,0,4,0,0,90,430,242,0,2636,1780,160,6,2014,10,12,98,140,6,4,20,222,0,0,42,1006,16,6,2,6,2,2722,2606,400,2878,8,22,12,6,0,296,0,2,30,72,0,0,102,1140,7668,0,0,3936,0,12,82,186,0,3516,486,64,3032,2,4702,0,2,9698,170,78,0,4,12,12,0,1166,0,28,10,2,0,8,228,2,926,58,962,660,410,28,484,676,4360,12,30,1680,14,134,2,10,0,0,618,18,28,32,0,8,0,2,44,0,300,106,148,202,6,22,8,0,408,0,14,14,24,2,10,12,20,2,0,12,20,146,22,0,6,62,22,4108,3252,40,516,24,282,12,78,40,0,4,1506,0,982,2,2,26,564,1404,16,206,16,14,400,2,0,2,0,0,360,0,0,0,388,434,0,0,8,6,2,2,208,4,0,0,8,26,620,0,396,144,130,270,36,10864,2,0,0,22,0,140,8,0,2,2,830,26,26
