,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SAU,0,4,0,8,7,0,0,291,43,14,0,844,185,11,4,200,15,0,4,128,45,53,0,11,17,4,1,5,189,3,9,8,6,0,925,251,82,1833,3,25,6,2,0,69,1,1,20,10,0,1,25,104,840,0,1,131,1,246,25,2948,2,536,53,45,158,5,0,753,0,9,0,1467,20,25,0,0,3,1,0,199,1,1,1,0,0,2,49,0,62,84,1441,101,263,94,30,98,606,9,284,465,22,28,12,4,0,1,609,130,1,105,0,36,0,0,39,0,27,19,17,0,121,8,6,3,4,108,0,2,1,4,7,2,7,15,1,0,25,5,805,4,10,1,89,0,0,319,115,23,99,97,1553,14,24,40,0,2,235,0,150,6,48,243,141,224,8,0,132,5,165,0,0,1,2,2,0,0,75,0,0,2,38,54,235,0,0,4,14,0,0,0,102,6,0,0,1,7,626,504,0,234,27,14,41,16,2868,6,0,0,0,20,0,61,0,0,2,119,280,11,1
SDN,0,0,0,0,4,0,0,18,6,0,0,20,14,0,0,15,5,0,4,4,6,0,0,2,3,0,0,3,14,0,2,0,3,0,20,26,7,119,4,10,3,1,0,6,0,0,0,1,0,0,1,9,48,0,0,4,1,4,1,43,2,16,4,22,8,1,0,31,0,0,0,80,3,12,0,2,0,1,0,6,0,0,1,0,0,0,4,0,5,4,19,11,9,4,0,4,20,5,8,26,0,33,1,1,1,2,13,5,0,8,2,1,0,0,3,0,0,2,3,0,9,0,0,1,0,8,0,0,1,0,1,0,7,6,1,0,2,2,44,2,0,0,21,0,0,26,16,4,5,12,16,2,3,4,0,2,7,0,8,3,3,11,5,3,3,132,0,8,4,0,0,0,4,1,0,0,7,2,0,0,1,3,14,0,0,0,0,0,0,0,6,0,0,0,0,4,15,14,0,7,10,22,3,0,73,0,0,0,0,2,0,6,0,0,0,9,51,5,0
SEN,0,1,4,0,1,0,0,1,2,0,0,23,7,0,1,32,28,0,59,7,1,0,0,1,1,1,0,2,13,1,1,0,1,3,42,62,4,21,42,45,15,11,1,4,1,1,0,0,0,0,1,4,39,1,0,20,1,7,1,8,0,25,2,13,7,0,0,295,0,0,10,97,1,25,0,26,22,4,0,2,0,0,0,1,0,0,1,2,2,4,19,4,6,1,0,4,25,1,2,8,0,34,0,6,0,0,3,0,0,3,3,0,0,0,1,1,0,2,1,0,14,1,0,6,0,6,0,0,59,0,1,0,1,11,16,0,4,12,4,2,1,30,26,0,0,13,6,4,3,1,4,1,3,6,0,0,5,0,14,1,0,2,5,3,9,5,8,0,4,0,0,1,7,1,0,0,2,0,0,0,0,1,13,1,0,0,1,0,9,16,6,0,0,0,0,1,9,5,0,1,18,24,2,0,195,0,0,0,0,2,0,4,0,1,0,0,50,12,8
SGP,0,2,1,8,6,2,0,82,57,10,0,1525,195,0,4,215,13,0,3,47,27,11,0,6,19,0,0,4,180,2,18,7,1,0,703,456,57,5064,4,20,8,2,1,53,0,0,13,6,0,0,9,120,932,0,1,251,2,22,13,69,0,363,41,24,188,2,0,762,0,8,2,2178,15,16,2,4,4,0,0,132,1,1,3,4,1,2,39,0,54,190,734,131,136,15,41,203,499,9,28,855,19,31,10,28,0,4,688,19,7,26,1,0,0,3,39,0,11,42,12,0,16,0,2,1,0,90,0,5,4,2,24,1,9,11,0,0,4,9,416,4,10,1,29,2,0,530,144,27,301,14,97,24,30,124,0,4,138,0,103,9,12,46,57,183,11,165,4,4,0,0,0,1,3,2,0,0,34,0,1,2,19,26,359,0,0,4,2,0,0,1,264,0,0,0,1,3,25,141,0,428,15,21,33,12,3667,0,0,0,0,12,0,146,0,0,0,5,113,13,4
SHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,1,0,0,1,1,0,0,30,1,0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,1,2,1,1,0,0,3,5,1,2,1,1,0,0,0,3,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,2,1,1,1,6,0,5,0,0,0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,3,1,1,0,1,1,3,1,2,3,1,1,1,1,0,0,3,1,1,1,0,0,0,0,3,0,1,1,1,0,1,0,1,0,0,2,1,1,0,1,2,1,0,1,0,0,1,0,9,0,0,0,1,0,1,2,3,3,2,0,1,1,1,4,0,2,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,2,0,0,0,2,0,1,1,0,1,1,1,0,1,13,0,0,0,0,2,0,2,4,1,0,1,5,2,0
SLE,0,1,0,0,2,0,0,2,2,0,0,11,3,0,0,10,5,0,8,1,2,0,0,2,2,0,0,1,3,0,2,0,2,0,14,17,2,27,5,7,5,5,0,2,0,0,0,0,0,0,1,2,21,0,0,6,2,0,1,7,0,3,2,3,3,0,0,5,0,0,2,73,2,19,0,12,5,1,0,3,0,0,0,0,0,0,2,1,2,5,6,4,1,0,0,2,12,2,2,4,0,6,0,5,0,0,2,0,0,3,10,0,0,0,2,0,0,1,2,0,3,0,0,2,0,2,0,0,4,0,1,0,2,0,2,0,1,1,3,0,0,4,16,0,0,8,6,2,0,2,2,1,3,2,0,0,2,0,2,3,0,2,2,2,5,2,4,7,3,0,0,0,0,1,0,0,2,0,0,0,0,2,12,0,0,0,0,0,2,5,3,0,0,0,0,2,2,2,0,3,7,15,1,0,65,0,0,0,0,2,0,2,0,0,0,0,17,4,10
SLV,0,0,0,0,1,0,0,1,10,0,0,4,2,0,0,2,0,0,1,4,1,0,1,1,1,2,0,5,16,2,1,0,0,0,8,3,10,3,0,1,0,0,0,10,0,1,12,7,0,0,1,1,9,0,0,1,4,0,8,2,0,12,1,0,1,0,0,9,0,0,0,15,1,1,0,0,1,0,0,1,0,0,19,0,1,7,1,0,1,5,4,1,2,0,0,2,9,4,2,2,0,3,0,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,18,0,0,1,0,0,0,2,1,0,0,1,0,3,0,0,0,2,14,0,5,3,2,2,1,2,15,10,1,0,0,1,0,2,5,0,1,1,1,1,2,1,1,2,0,0,0,1,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,1,2,0,0,0,0,3,1,2,0,1,0,1,1,3,56,0,0,0,0,8,0,7,0,0,0,0,4,1,0
SMR,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SOM,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,2,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRB,0,1,0,8,26,1,0,41,123,215,0,242,427,96,4,333,16,0,3,15,333,10,0,222,227,0,0,5,311,2,3,7,1,0,252,415,133,393,4,18,8,0,0,244,0,0,13,6,0,0,147,375,682,0,0,226,3,26,122,167,0,531,170,19,228,2,0,527,1,9,0,801,230,18,0,0,2,0,0,398,0,1,3,1,1,2,406,0,374,23,264,196,188,16,27,192,717,8,25,173,20,15,15,2,0,0,191,9,0,26,0,7,0,0,133,0,181,22,151,0,103,0,7,1,0,166,0,115,0,19,7,118,4,11,0,0,5,5,246,3,6,1,45,0,0,320,223,16,148,6,156,12,25,22,0,3,403,0,361,6,92,163,265,393,9,75,7,2,34,0,0,1,2,2,1,0,0,0,1,2,198,337,280,0,0,2,3,0,0,0,154,1,0,0,1,3,21,354,0,243,11,13,185,12,726,8,0,0,0,8,0,31,0,0,16,6,153,10,1
SSD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,6,0,2,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1
STP,0,0,3,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,2,1,1,0,0,0,1,2,0,0,1,0,0,1,2,0,5,1,0,3,0,0,3,0,0,0,8,0,2,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,1,1,0,0,2,0,0,4,1,0,2,0,0,1,2,1,0,1,0,1,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,1,3,0,0,0,0,1,0,2,0,0,0,0,2,0,0
SUR,0,0,0,0,1,0,0,1,4,0,0,4,3,0,0,7,1,0,0,1,2,0,0,1,0,0,1,2,10,3,1,0,1,0,6,4,3,4,2,2,0,0,0,4,1,0,4,2,0,1,1,4,8,0,0,4,0,1,4,2,0,3,3,2,5,2,0,11,0,0,0,15,0,2,0,0,1,0,0,2,1,0,0,5,4,0,1,0,3,3,4,2,2,0,2,3,5,3,2,5,1,3,1,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,3,0,2,0,1,0,0,3,0,1,0,1,1,1,1,1,0,0,3,0,3,1,0,0,3,0,0,30,3,1,3,0,1,3,4,2,0,1,3,0,4,1,1,0,2,4,0,2,0,0,2,0,0,1,0,0,0,0,2,0,1,0,1,1,5,0,0,2,0,0,0,0,1,0,0,0,1,3,1,3,0,2,2,2,0,3,14,0,0,0,0,4,0,3,0,0,0,1,5,0,0
SVK,0,2,0,7,8,1,0,14,114,126,0,184,503,112,4,278,10,0,2,11,236,9,0,14,108,0,0,2,294,2,1,7,1,0,198,430,138,355,2,10,7,0,0,110,0,0,10,32,0,0,24,1344,691,0,0,351,0,18,10,36,0,508,116,11,240,1,0,540,1,7,0,939,105,11,0,0,2,0,0,335,0,1,3,0,0,0,129,0,433,44,227,177,52,10,20,140,545,3,14,365,19,15,11,3,0,0,191,6,0,19,0,3,0,1,5,0,177,18,157,0,97,5,6,0,0,73,0,18,0,11,7,7,1,11,0,0,1,0,120,2,6,0,12,0,0,404,210,12,29,6,54,8,47,19,0,2,707,0,321,2,91,31,366,525,7,38,1,0,19,0,0,1,0,0,1,0,198,0,0,1,0,309,375,0,0,2,1,0,0,0,48,1,0,0,1,1,19,197,0,130,8,9,287,3,615,4,0,0,0,4,0,17,0,0,4,5,191,7,0
SVN,0,0,2,0,25,1,0,13,147,105,0,236,544,96,0,368,4,0,2,3,220,0,0,66,109,0,0,2,297,2,4,0,1,0,234,486,127,367,3,5,1,0,0,114,0,0,2,3,0,0,30,459,803,0,0,370,1,10,4,33,0,589,115,2,265,1,0,632,1,0,0,1093,108,5,0,0,1,0,0,364,0,1,0,0,0,0,333,0,362,9,225,198,45,2,27,217,830,5,5,342,10,5,4,0,0,0,189,6,0,11,0,2,0,1,0,0,179,20,163,0,104,4,5,1,0,54,0,53,0,26,3,30,4,3,0,0,2,1,108,3,0,0,8,0,0,500,214,4,20,2,9,4,13,4,0,0,472,0,373,4,84,8,359,362,0,54,3,1,26,0,0,1,2,1,1,0,337,0,0,1,309,0,450,0,0,3,1,0,0,0,24,1,0,0,1,3,17,212,0,125,3,5,136,7,782,3,0,0,0,7,0,9,0,0,11,1,139,2,6
SWE,0,3,2,8,20,3,0,105,291,137,0,2204,1425,110,6,1594,16,0,15,87,262,15,0,28,149,1,1,26,951,5,5,10,19,0,2007,2253,345,2775,11,26,19,7,0,213,1,0,34,53,0,1,126,910,5460,0,0,2842,2,37,40,178,0,2869,424,92,2337,7,0,3385,2,9,6,7329,120,83,0,6,8,5,0,874,1,14,10,2,1,3,215,2,709,104,799,643,359,43,342,567,3295,6,42,1360,27,120,18,13,0,0,629,38,6,54,1,7,0,3,53,0,322,89,218,0,145,7,20,6,0,292,0,33,9,56,9,8,30,41,0,0,10,23,258,33,9,6,80,6,0,2991,2316,37,414,34,251,32,86,51,0,8,1252,0,860,5,103,83,506,1152,36,235,14,13,359,0,1,3,12,4,1,8,280,2,1,5,375,450,0,8,0,6,5,0,2,0,161,4,0,0,1,10,42,538,0,325,97,108,298,42,7905,7,0,1,0,15,0,87,8,0,16,8,622,18,12
SWZ,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,6,1,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,5,0,2,11,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,1,8,2,0,0,12,0,0,0,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,6,0,0,6,2,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,8,8,0,0,49,1,0,0,0,0,0,1,0,0,0,0,38,4,6
SXM,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,1,0,0,3,4,0,0,14,4,0,0,6,3,0,0,2,1,0,0,2,0,1,0,0,4,3,1,0,2,0,5,13,3,3,3,3,0,0,0,3,3,0,3,3,0,1,2,2,9,0,0,4,0,3,4,5,0,10,2,4,3,1,0,20,0,0,0,33,0,6,0,0,1,0,0,3,1,1,0,0,0,1,2,0,3,2,3,3,3,0,3,3,8,6,2,4,1,4,1,0,0,0,3,2,0,2,0,0,0,0,0,0,2,2,2,0,4,0,1,3,1,5,0,1,0,2,2,1,1,4,0,0,7,0,3,1,1,0,4,0,0,13,4,2,4,0,2,2,3,4,0,0,5,0,6,1,2,2,2,3,0,4,0,0,4,0,0,1,0,0,0,0,2,0,0,2,2,3,6,0,0,0,0,0,0,0,4,0,0,0,1,1,3,3,0,3,4,4,0,3,23,0,0,0,0,3,0,2,1,0,0,1,10,1,1
SYR,0,0,0,0,1,0,0,5,2,0,0,9,6,0,0,2,0,0,1,3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,13,3,3,15,0,1,1,0,0,2,0,0,0,1,0,0,1,6,20,0,0,2,0,5,0,19,0,8,1,0,2,0,0,36,0,0,0,17,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,1,5,2,11,3,0,1,6,0,3,7,3,0,1,0,0,0,6,0,0,10,0,0,0,0,1,0,3,0,2,0,5,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,3,2,0,0,0,4,0,1,1,0,1,4,0,5,1,1,2,6,1,0,14,0,1,2,0,0,0,0,0,0,0,3,0,0,0,1,1,5,0,0,0,0,0,0,0,3,1,0,0,0,0,7,12,0,2,0,0,2,0,29,2,0,0,0,1,0,5,0,0,1,3,4,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,3,11,3,3,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,2,0,0,0,3,0,0,0,14,0,0,0,13,0,4,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,9,0,0,0,0,1,1,0,0,1,0,0,0,7,7,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TGO,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6,25,0,23,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,12,1,3,21,6,9,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,1,0,3,0,0,0,42,0,0,3,5,0,20,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,6,0,3,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,8,0,1,0,1,3,6,0,0,1,0,3,0,11,10,1,0,3,3,2,1,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,4,0,0,16,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,25,0,0,0,0,0,0,1,0,0,0,0,10,3,1
THA,1,5,0,0,5,0,0,30,53,156,0,644,265,15,1,237,4,0,9,81,151,1,0,4,124,2,0,3,343,3,6,8,10,0,305,347,59,914,4,13,7,1,0,161,0,0,9,39,0,0,127,201,516,1,0,121,2,7,122,167,2,329,132,9,192,2,0,599,0,0,1,1064,126,17,1,1,23,0,0,215,2,1,5,4,0,2,170,6,179,217,530,156,221,3,16,47,405,6,11,1178,8,68,3,96,0,0,492,11,67,19,0,0,0,0,158,0,124,8,120,0,21,0,2,2,2,208,0,5,26,1,77,1,7,14,0,0,25,20,463,5,2,1,44,2,0,316,119,79,255,27,250,10,73,152,0,8,224,0,183,7,2,126,59,271,7,102,6,6,264,0,0,2,3,2,0,0,154,2,0,1,48,24,161,2,1,4,3,0,0,1,0,0,0,2,1,3,17,221,0,380,28,31,168,12,2069,6,0,1,0,15,0,236,1,0,1,1,215,28,12
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,1,1,2,0,0,0,0,2,0,0,5,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,1,2,0,6,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0,0,0,19,0,0,0,0,0,4,0,0,0,0,5,2,28,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,12,4,0,0,0,0,0,0,0,0,0,0,4,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
