,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
KEN,0,2,0,0,0,0,4,12,4,0,76,30,0,2,92,10,18,16,4,0,0,4,0,0,0,0,24,0,0,0,14,0,116,74,0,44,4,8,16,4,10,0,0,2,0,0,0,12,166,0,0,24,0,6,0,14,2,14,2,30,6,0,98,0,4,496,0,44,2,24,2,0,8,0,0,0,0,0,4,4,0,0,10,38,16,2,0,0,12,40,0,2,70,0,0,0,6,0,10,4,2,2,2,0,0,0,8,0,2,0,0,4,0,2,8,0,18,0,2,16,2,4,0,0,18,0,0,0,38,2,6,0,10,32,2,112,14,0,28,0,10,0,10,14,0,4,2,0,10,4,0,0,2,6,20,2,20,12,6,0,2,0,0,2,2,0,2,0,2,80,4,0,10,0,2,20,2,0,0,2,6,0,4,120,150,0,2,866,0,0,0,6,0,8,0,0,2,160,10,14
KGZ,0,0,0,0,0,0,0,4,2,0,2,0,2,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,2,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,2,0,4,0,8,0,0,16,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,12,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0
KHM,0,0,0,0,0,0,0,2,0,0,34,2,0,0,16,0,4,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,10,14,0,22,8,4,2,0,2,0,0,0,2,0,0,0,4,0,0,6,0,4,0,0,0,2,0,0,0,0,64,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,22,0,0,0,0,0,4,0,0,38,0,6,0,0,0,14,0,18,0,0,0,0,0,4,0,0,0,0,0,0,4,10,0,0,0,0,4,0,8,0,2,0,0,0,0,2,20,0,0,6,2,0,4,6,0,6,0,0,0,0,22,0,8,0,0,2,0,0,0,0,0,0,0,0,12,6,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,64,0,0,0,0,0,0,12,4,0,0,0,90,0,0,0,2,0,18,0,0,0,8,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0
KOR,0,0,0,0,0,0,20,158,48,0,858,204,0,0,260,0,2,96,32,0,0,0,28,0,0,0,302,0,0,0,0,0,1422,568,86,2946,2,12,0,0,114,0,0,10,10,0,8,250,1580,0,0,140,0,4,86,118,0,452,14,2,180,0,1138,0,0,1704,8,6,0,0,0,0,216,0,0,2,0,0,0,80,0,126,172,1496,192,122,0,2,218,700,0,6,3626,38,10,2,14,2,0,6,8,4,0,0,0,0,22,0,18,0,4,2,4,12,0,0,192,0,6,0,0,6,2,40,2,0,0,0,0,166,0,0,0,14,0,428,102,26,94,6,186,4,10,84,0,2,376,26,90,0,0,24,46,778,0,58,2,0,374,0,0,2,0,0,24,0,0,144,76,366,0,0,0,0,0,280,0,0,0,2,8,132,720,16,6,142,2,11962,40,0,0,12,0,278,0,0,0,76,0,2
KWT,0,0,0,0,0,0,70,10,2,0,38,8,0,0,6,0,0,2,4,8,0,4,0,0,0,0,10,0,0,0,0,0,56,2,0,8,0,0,2,0,0,0,0,0,0,0,0,8,16,0,0,4,0,6,0,88,0,12,2,0,18,0,16,0,0,112,0,4,0,0,0,0,6,0,0,0,0,0,0,2,0,6,0,58,0,28,2,0,4,14,0,12,18,0,4,0,0,0,6,0,0,12,0,2,0,0,0,0,2,0,0,6,0,2,0,0,16,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,18,14,0,2,26,44,0,0,2,0,0,8,0,2,0,2,30,8,4,0,56,10,0,6,0,0,0,0,0,4,0,0,4,4,8,0,0,4,0,0,8,2,0,0,0,8,6,2,2,0,2,2,186,0,0,0,0,0,0,0,0,6,14,0,0
LAO,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,16,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,2,0,0,30,0,2,0,18,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,2,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,40,0,0,0,0,0,0,20,0,2,0,0,24,2,0,0,0,0,14,0,0,0,2,0,0
LBN,0,0,0,0,0,0,22,6,2,0,10,20,0,0,34,0,0,0,6,16,0,2,0,0,0,0,12,0,0,0,0,0,98,28,0,24,0,0,0,0,16,0,0,0,0,0,6,4,54,0,0,2,0,26,0,58,0,34,0,0,4,0,362,0,2,94,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,4,0,12,8,20,6,0,18,82,0,26,18,0,2,0,0,0,4,12,0,0,0,2,0,0,0,0,6,2,0,14,2,2,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,8,0,22,2,0,10,16,4,0,0,0,0,0,4,0,12,0,2,10,6,12,0,26,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,0,0,10,2,0,0,0,26,30,6,0,0,4,0,382,0,0,0,6,0,2,0,0,4,16,0,0
LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,12,0,0,0,0,6,0,34,0,10,0,0,6,0,16,0,0,58,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,44,8,2,0,0,0,6,0,2,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,6,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,2,98,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,6,0,0,0,0,0,0,0,0,0,0,4,6,30,0,0,2,0,0,0,0,0,4,2,0,2,0,4,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
LKA,0,0,0,0,0,0,0,2,0,0,134,4,2,0,10,0,6,18,0,0,0,0,0,0,0,0,10,0,0,0,4,0,50,12,0,34,0,2,0,0,8,0,0,0,0,0,0,2,38,0,0,12,0,0,0,0,0,0,0,0,4,0,24,0,0,140,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,74,8,8,0,0,4,16,0,0,90,2,8,0,4,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,4,0,0,0,0,6,18,0,0,0,8,0,16,2,8,6,0,18,0,0,8,0,2,0,0,2,0,0,0,0,2,0,0,8,6,10,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,34,0,0,0,0,0,0,8,4,0,0,0,126,8,0,0,0,0,8,0,0,0,16,0,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,10,0,0,0,0,0,0,0,0,0,32,0,4
LTU,0,0,0,0,0,0,6,8,4,0,22,88,0,0,104,0,0,0,28,0,0,2,38,0,0,0,20,0,0,0,0,0,28,80,0,34,0,0,0,0,2,0,0,0,0,0,6,66,316,0,0,80,0,6,0,0,0,142,98,0,92,0,250,0,0,230,4,0,0,0,0,0,66,0,0,0,0,0,0,14,0,72,0,10,32,2,0,8,20,172,0,0,38,0,2,0,0,0,18,2,0,6,0,0,0,2,0,0,0,8,100,2,0,10,0,0,6,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,126,74,2,12,0,6,0,0,0,0,0,202,0,38,0,0,0,28,140,0,0,2,0,14,0,0,0,0,0,10,0,0,18,26,206,0,0,2,0,0,4,2,0,0,0,0,34,20,0,0,124,0,266,2,0,0,0,0,0,0,0,0,8,0,2
LUX,0,0,0,0,0,0,0,2,2,0,12,34,2,0,138,0,4,0,12,0,0,2,2,0,0,2,24,0,0,0,0,0,24,52,0,30,0,4,2,0,0,0,0,0,0,0,8,20,240,0,0,30,0,4,0,2,0,64,16,0,44,2,344,0,0,156,4,0,0,0,0,0,30,0,0,0,0,0,0,4,4,16,0,4,26,2,0,8,12,112,0,2,18,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,8,0,6,8,0,2,0,0,2,0,2,0,4,0,0,0,2,0,0,0,6,0,0,0,4,6,0,90,46,0,4,0,0,0,4,0,0,0,18,0,32,0,0,0,10,8,6,0,0,2,6,0,0,0,0,0,38,0,0,46,10,62,0,0,0,0,0,4,0,0,0,0,4,4,2,0,0,4,2,74,0,0,0,2,0,0,0,0,0,6,0,0
LVA,0,0,0,0,0,0,4,12,0,0,4,32,0,0,20,0,0,0,22,0,0,2,14,0,0,0,14,0,0,0,0,0,20,56,2,2,0,0,0,0,2,0,0,0,0,0,4,24,182,0,0,38,0,0,2,0,0,54,60,0,56,0,90,0,0,78,0,2,0,0,0,0,36,0,0,0,0,0,0,0,0,42,0,8,14,4,0,6,10,80,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,100,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,0,2,0,0,0,0,0,0,0,78,0,38,0,0,0,14,108,0,0,0,0,6,0,0,0,0,0,10,0,0,10,10,82,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,44,0,102,0,0,0,2,0,0,0,0,0,4,0,0
MAR,0,0,0,2,0,0,24,2,4,0,6,8,0,0,60,0,6,0,8,2,0,4,2,0,0,0,6,0,0,0,0,0,108,30,4,20,6,12,4,0,0,0,0,0,0,0,6,24,124,0,0,16,0,66,2,34,0,268,2,2,12,0,940,0,2,104,2,6,4,0,0,0,14,0,0,0,0,0,0,6,0,10,0,8,2,8,4,0,4,108,0,18,38,2,4,0,0,0,2,6,0,14,0,2,0,0,0,0,2,8,0,0,0,2,2,0,6,0,2,0,8,0,0,0,2,2,0,0,0,28,0,2,2,2,0,22,14,2,4,6,24,0,4,0,0,0,10,0,48,0,2,0,12,10,0,10,6,20,2,0,0,0,0,0,6,0,0,6,4,14,0,0,14,0,0,6,2,0,0,6,112,22,8,4,0,2,0,132,0,0,0,2,0,4,0,0,4,16,0,0
MCO,0,0,0,0,0,0,0,0,0,0,6,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,18,0,2,0,0,0,0,0,0,0,0,6,0,0,2,42,0,0,4,0,0,0,0,0,12,0,0,0,0,82,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,2,0,0,0,0,2,0,0,8,0,16,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,2,0,0,0,2,0,0
MDA,0,0,0,0,0,0,2,0,4,0,4,8,2,0,14,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,10,0,6,0,0,0,34,0,0,14,0,52,0,0,10,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,16,18,0,0,6,0,2,0,4,0,12,2,0,2,0,0,0,0,0,2,10,2,0,2,0,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,56,0,0,0,0,0,64,76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,0,0,2,2,0,0,0,0,0,2,0,4,40,0,92,0,0,0,0,0,0,0,0,0,0,0,4
MDG,0,0,0,0,0,0,0,2,0,0,12,4,0,0,16,6,10,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,16,12,0,4,8,6,2,2,4,2,0,4,0,0,0,0,34,0,0,2,0,4,0,0,0,2,0,4,8,0,138,0,2,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,10,0,0,6,0,8,0,10,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,4,0,0,10,0,2,0,0,0,2,0,2,2,4,0,0,2,4,0,6,4,0,2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,10,4,0,0,148,0,0,0,0,0,4,0,0,0,12,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,0,0,0,0,0,4,436,32,0,312,120,2,0,224,0,0,12,56,0,0,8,6,2,0,24,582,2,0,0,0,0,776,206,256,330,0,4,2,0,332,0,0,76,238,0,2,196,828,0,0,86,16,14,122,40,0,1812,8,4,90,0,1118,0,2,970,2,6,0,0,0,0,84,0,0,42,4,0,8,12,2,90,12,274,134,34,4,12,90,620,2,2,304,8,18,0,0,0,192,16,0,18,0,0,0,0,2,0,6,2,2,6,6,0,4,0,0,0,0,2,0,2,26,26,0,0,0,0,2,12,2,2,0,18,14,370,48,10,44,0,24,40,82,24,0,0,148,0,106,16,0,0,68,320,0,4,2,4,24,0,0,8,0,0,42,0,0,38,20,246,0,0,6,0,0,26,0,2,0,4,18,40,84,4,4,124,50,4178,6,0,0,164,0,20,0,0,0,100,2,4
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,0,2,0,0,0,2,0,0,12,22,0,0,18,0,0,0,68,0,0,20,4,0,0,0,6,0,0,0,0,0,10,12,0,48,0,0,0,0,0,0,0,0,2,0,0,6,58,0,0,14,0,4,0,0,0,12,8,0,8,0,36,0,0,30,0,2,0,0,0,0,18,0,0,0,0,0,0,34,0,16,0,2,0,2,0,2,6,46,0,0,20,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,10,6,0,0,2,4,0,0,0,0,0,0,66,0,0,2,34,10,0,0,2,0,0,2,0,0,0,0,2,54,0,2,0,8,0,62,0,0,0,0,0,0,0,10,0,4,0,0
MLI,0,0,0,0,0,0,2,0,0,0,12,0,0,0,20,22,32,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,10,22,4,2,10,18,8,6,0,0,0,0,0,0,0,2,14,0,0,6,0,6,0,0,0,2,0,2,4,0,96,0,2,38,0,12,2,6,0,0,2,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,2,12,0,0,0,0,16,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,10,0,2,0,0,0,0,0,0,0,4,2,0,2,6,0,0,0,20,22,0,12,8,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,2,0,8,2,8,22,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,6,0,0,0,0,2,0,0,14,6,2,0,164,0,0,0,0,0,2,0,0,0,4,4,0
MLT,0,0,0,0,0,0,0,0,0,0,4,10,0,0,8,0,0,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,8,20,24,0,0,2,0,4,0,6,0,14,4,0,6,0,22,0,0,64,0,2,0,0,0,0,12,0,0,0,0,0,0,4,0,8,0,2,8,0,0,0,6,32,0,6,6,0,2,0,0,0,0,2,0,6,0,0,0,0,0,0,6,4,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,4,0,0,0,0,0,0,0,8,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,4,0,0,6,4,10,0,0,2,0,0,2,0,0,0,0,10,10,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
MMR,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,8,0,0,2,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,0,2,2,0,0,20,0,4,0,8,0,6,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,28,0,0,0,0,2,0,2,2,0,0,0,22,0,0,0,2,0,10,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,26,0,0,8,0,0,30,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,8,30,0,4,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,14,0,0,0,0,0,6,0,0,2,0,38,0,0,44,0,0,0,0,0,0,46,0,0,0,0,0,0,20,0,4,0,4,0,0,0,0,2,50,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,14,4,0,0,4,0,0,0,0,0,0,26,0,0,0,0,0,26,32,0,0,0,0,0,0,0,0,0,0,142,0,0,26,4,26,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0
MNG,2,0,0,0,0,0,0,0,26,0,20,8,0,0,28,0,0,2,32,0,0,0,6,0,0,0,0,0,0,0,0,0,8,38,0,32,0,0,0,0,0,0,0,0,0,0,2,40,58,0,0,4,0,0,0,2,0,6,0,0,0,0,36,0,0,54,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,30,0,0,84,4,0,2,2,0,40,0,0,0,0,0,0,0,4,2,0,0,0,0,0,4,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,8,0,0,0,0,0,6,6,2,6,0,4,0,0,2,0,0,34,0,2,0,0,0,26,82,0,0,0,0,0,0,0,0,0,0,28,0,0,26,0,26,0,0,0,0,0,8,0,0,0,0,0,0,8,0,4,10,0,74,2,0,0,2,0,2,0,0,0,0,0,4
MOZ,0,4,0,0,0,0,0,2,0,0,10,0,0,0,24,2,4,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,4,24,0,2,0,6,4,0,0,0,2,0,0,0,0,0,8,0,0,6,0,0,2,0,2,52,0,2,0,0,16,0,6,28,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,2,0,0,0,0,16,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,2,0,2,4,0,4,6,0,0,0,2,0,4,0,0,0,0,0,54,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,2,24,8,2,0,68,0,0,0,2,0,0,0,0,0,48,6,2
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,26,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
