,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
GAB,0,0,0,0,0,0,2,0,0,0,10,0,4,16,2,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,14,0,0,2,16,6,6,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,0,0,0,6,0,0,0,0,88,0,0,36,0,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,14,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,16,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,2,0,6,2,0,2,44,0,0,0,2,0,0,0,0,0,18,0,0
GBR,18,16,22,2,2,250,932,264,2,10400,3624,94,4,6184,48,66,240,480,24,4,26,234,4,10,40,2758,44,12,8,26,2,10490,7800,1102,8364,36,104,46,20,0,584,4,14,74,128,0,374,2036,21498,0,4,4396,8,86,130,670,2,11088,466,186,3240,20,16270,0,36,32616,200,266,8,178,14,0,3402,26,24,20,16,2,2,680,0,1678,232,2644,3912,1122,40,426,1950,14024,68,138,5580,78,654,10,48,2,1974,134,56,136,0,86,2,6,172,8,314,204,110,206,18,12,84,2,1192,0,58,46,82,14,28,66,56,14,14,32,234,1080,30,26,24,336,10,11994,3274,108,2408,94,668,84,218,154,0,24,3246,0,2598,12,6,154,786,3064,20,546,76,64,1422,10,18,8,2,4,556,0,0,700,600,7120,20,20,82,0,0,4,930,2,0,0,56,114,1382,1342,428,364,624,46,39988,18,4,0,176,0,246,4,0,18,2402,122,108
GEO,0,0,0,0,0,0,36,110,0,44,130,42,0,84,0,0,0,76,2,0,0,110,0,0,0,108,0,0,0,0,0,54,152,38,112,0,2,0,0,0,100,0,0,0,2,0,64,62,244,0,0,44,2,0,0,20,0,152,66,0,84,0,148,0,0,200,0,0,0,0,0,0,122,2,0,0,0,0,0,68,0,104,2,76,52,70,0,0,54,160,0,0,54,2,0,2,0,0,66,0,0,0,0,0,0,0,0,0,64,0,10,40,0,0,0,0,70,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,40,42,0,64,0,92,0,4,0,0,0,134,0,116,0,0,0,46,168,0,2,0,0,0,0,0,2,0,0,108,0,0,42,40,54,0,0,2,0,0,0,2,0,0,0,0,0,120,110,0,0,84,0,268,4,0,0,0,0,2,0,0,0,14,2,0
GHA,0,2,2,0,0,4,4,0,0,36,8,0,2,16,20,20,14,4,0,0,2,0,0,0,0,12,0,0,0,6,0,34,58,0,20,16,18,4,4,0,2,0,0,0,2,0,6,4,84,0,0,28,0,4,0,12,0,8,2,8,8,2,32,0,4,266,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,2,10,22,8,2,2,0,2,18,0,0,40,0,72,2,0,0,10,4,4,0,0,0,0,0,4,0,2,2,2,4,0,0,0,0,2,0,2,10,2,0,0,0,6,0,0,2,14,4,2,0,4,48,0,82,10,2,6,0,4,0,2,6,0,2,4,0,6,0,0,0,2,4,2,0,2,14,2,0,2,0,0,0,2,0,0,0,0,42,0,0,6,0,0,14,8,0,0,0,0,8,4,6,34,18,0,0,250,0,0,0,0,0,18,0,0,0,82,8,8
GIN,0,0,0,0,0,0,0,0,0,6,0,0,2,12,10,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,2,2,8,4,2,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,2,0,0,0,28,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,8,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0
GMB,0,0,0,0,0,0,0,0,0,16,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,4,2,2,4,2,0,0,0,0,2,0,0,0,0,10,0,0,12,0,0,0,0,0,2,0,2,6,0,16,0,0,178,0,10,0,0,18,2,0,0,0,0,0,0,0,0,0,0,2,6,6,0,0,0,0,12,0,0,6,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,4,0,0,0,6,0,0,0,0,8,0,28,2,0,14,2,4,0,0,4,0,0,0,0,2,0,0,0,0,2,2,2,0,12,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,2,2,14,12,0,0,60,0,0,0,0,0,2,0,0,0,18,6,2
GNB,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,22,0,0,38,114,154,0,314,524,36,0,866,0,2,10,262,0,0,2,120,0,0,0,260,0,0,0,0,0,668,894,100,478,0,12,0,0,0,122,0,0,4,30,0,474,398,2570,0,0,496,0,16,10,78,0,1624,128,4,430,0,2124,0,2,3402,122,4,0,0,0,0,0,0,0,2,0,0,4,162,0,324,0,328,254,122,0,30,302,1928,0,12,460,28,6,2,0,0,288,6,0,40,0,8,0,0,2,0,118,24,34,68,6,2,0,0,202,0,10,0,38,0,26,20,2,0,0,0,2,46,0,0,2,10,0,1142,352,0,108,2,86,2,20,12,0,0,666,0,454,2,4,4,308,506,0,66,0,2,76,0,0,2,0,0,280,0,0,274,152,778,0,0,6,0,0,0,46,0,0,0,2,38,478,254,4,6,174,4,3784,6,0,0,10,0,14,0,0,0,78,2,0
GRD,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,8,0,0,0,0,4,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,8,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,2,0,0,146,0,0,2,0,0,0,0,0,0,2,0,0
GRL,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,8,0,0,108,0,0,0,0,0,6,4,0,2,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,12,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,34,0,0,0,0,0,0,0,0,0,2,0,0
GTM,0,0,0,0,0,0,30,0,0,6,0,0,0,4,0,0,4,0,0,0,2,0,0,0,6,38,0,0,0,0,0,26,14,12,6,0,0,6,0,0,26,0,0,36,4,0,0,2,10,0,0,2,12,2,16,4,0,22,0,0,4,0,12,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,26,2,0,0,0,12,2,0,0,0,2,12,0,0,2,0,2,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,20,10,0,0,2,0,10,10,14,4,0,0,6,0,2,6,0,0,0,0,0,0,0,2,2,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0,2,0,2,172,0,0,0,18,0,2,0,0,0,6,8,0
GUF,0,0,0,0,0,0,10,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,22,0,0,0,0,0,0,2,4,6,0,2,0,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,6,0,0,0,0,90,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,8,0,0,0,0,0,0,0,0
GUY,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0
HND,0,0,0,0,0,0,16,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,14,0,0,0,0,0,6,2,16,2,0,0,0,0,0,18,0,0,26,4,0,0,4,4,0,0,2,12,2,4,2,0,12,0,0,0,0,6,0,0,2,0,0,0,0,0,0,4,0,0,26,0,0,0,2,2,0,0,2,0,0,0,0,4,12,0,0,4,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,4,2,0,0,0,2,16,10,2,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,2,0,2,86,0,0,0,10,0,0,0,0,0,2,0,0
HRV,0,0,2,0,0,2,36,92,0,110,280,0,0,222,0,2,2,132,0,0,184,72,0,0,0,170,0,0,0,0,0,126,296,14,226,0,0,0,0,0,66,0,0,2,20,0,72,230,764,0,0,134,0,10,0,32,0,340,92,0,172,0,482,0,0,680,68,0,0,0,0,0,162,0,0,2,0,0,2,0,0,240,2,186,108,92,0,20,90,566,0,0,128,0,6,0,0,0,160,6,0,4,0,0,0,0,0,0,84,8,18,10,0,2,0,0,112,0,30,0,2,0,8,0,2,0,0,0,0,2,0,0,0,6,0,250,134,0,72,0,90,0,26,2,0,0,288,0,146,2,0,8,106,226,0,4,2,0,26,0,0,2,0,2,244,0,0,92,360,156,0,0,2,0,0,0,6,0,0,0,0,6,134,86,0,2,110,0,722,0,0,0,4,0,8,0,0,0,56,0,0
HTI,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,2,0,0
HUN,0,0,0,2,2,22,110,118,0,316,704,34,0,600,0,0,4,190,0,0,6,106,0,0,0,268,0,0,0,0,0,392,540,60,372,0,2,0,0,0,110,0,2,6,26,0,82,460,2100,0,6,342,0,16,2,36,0,890,166,2,442,2,1186,0,0,1678,104,2,0,0,0,0,324,0,2,0,0,0,0,240,0,0,4,232,162,102,2,14,270,1106,0,8,470,2,18,2,0,0,186,10,0,8,0,0,0,0,0,0,122,12,24,40,2,2,0,0,154,0,10,0,16,0,0,6,6,0,0,0,0,18,0,0,0,2,0,584,256,0,122,2,88,0,24,0,0,0,702,0,286,0,0,0,450,526,2,14,0,0,26,0,2,0,0,0,210,0,0,282,192,594,0,0,4,0,0,0,20,0,0,0,0,8,266,168,6,0,152,0,2080,0,2,0,8,0,16,0,0,0,146,2,0
IDN,0,0,0,0,2,6,6,0,0,334,28,2,4,50,2,2,22,0,2,0,0,2,0,0,0,16,0,4,0,2,0,64,92,8,122,2,8,2,0,0,4,0,0,6,0,0,0,14,208,0,0,30,0,2,2,16,0,18,0,10,0,0,148,0,2,232,2,10,0,2,0,0,0,0,0,0,2,0,0,2,0,4,0,86,8,4,0,0,4,32,0,2,626,0,30,0,40,0,130,0,10,0,0,0,0,0,10,0,0,0,2,0,0,0,2,0,6,0,0,4,0,6,0,2,4,0,0,0,2,330,0,0,2,2,2,262,8,12,38,2,26,2,4,72,0,12,14,0,2,0,4,0,4,10,0,14,2,4,98,0,0,0,0,0,2,0,0,0,0,46,0,2,0,0,0,0,168,0,0,0,0,0,16,72,14,16,0,2,410,0,0,0,6,0,74,0,0,6,30,2,0
IND,2,0,2,0,10,104,226,92,0,1120,348,2,0,514,6,4,118,166,8,0,4,80,0,0,4,584,2,8,4,12,2,1300,720,134,1190,0,24,16,0,0,190,0,0,18,40,2,76,392,2696,0,0,276,6,10,78,116,4,848,98,58,306,12,1802,0,2,2644,76,22,0,6,0,0,328,2,0,12,0,0,2,186,0,232,86,0,226,300,28,10,312,1198,2,22,1686,30,58,0,24,4,1746,54,6,50,0,64,0,0,106,0,80,14,18,36,0,2,2,2,412,0,6,6,2,16,8,10,14,0,0,14,8,774,2,2,6,108,2,706,270,134,170,104,216,12,72,120,0,16,566,0,298,4,0,18,170,690,8,378,18,2,460,0,0,6,0,0,120,0,0,100,98,608,2,4,12,0,0,0,226,0,0,0,12,28,336,722,24,26,166,12,7308,36,2,0,26,0,68,0,0,24,360,16,10
IRL,0,0,0,0,0,16,110,68,0,644,356,0,0,466,0,4,6,112,6,0,0,68,0,0,0,222,0,0,0,4,0,738,534,48,516,0,4,2,0,0,118,0,0,4,8,0,62,246,1550,0,0,326,0,10,58,18,0,944,104,2,354,2,1174,0,0,3912,52,8,0,6,2,0,254,0,0,2,0,0,0,108,0,162,8,226,0,76,4,36,118,932,8,4,280,2,8,2,0,0,198,2,4,10,0,0,0,0,4,0,74,24,24,12,0,2,4,0,154,0,0,0,12,2,0,0,4,0,0,0,8,38,14,0,0,10,0,822,220,4,256,4,68,2,4,10,0,0,344,0,274,0,0,4,106,326,0,44,6,2,94,0,0,0,0,0,74,0,0,46,46,738,0,0,4,0,0,0,22,0,0,0,0,10,128,94,2,10,96,4,2674,4,0,0,4,0,18,0,0,0,78,12,0
IRN,8,0,0,0,0,60,38,110,0,566,178,102,0,216,0,0,8,94,4,0,0,72,0,0,0,138,0,0,0,0,0,1080,284,32,286,0,0,0,0,0,72,0,0,4,10,0,66,100,716,0,0,128,0,16,2,82,0,318,66,0,150,0,504,0,0,1122,70,2,0,0,0,0,122,18,0,0,0,0,0,92,0,102,4,300,76,0,16,8,24,418,0,48,330,2,4,0,0,0,248,36,2,20,0,0,0,0,6,0,66,2,0,14,2,0,4,0,106,0,0,2,2,0,2,2,0,2,0,2,0,488,0,0,0,0,0,302,60,2,134,32,176,2,2,16,0,0,122,2,120,0,0,8,72,134,0,42,2,2,84,0,0,0,0,0,108,0,0,24,14,270,0,0,40,0,0,2,20,2,0,0,0,8,274,106,4,0,76,4,1806,4,0,0,4,0,8,0,0,2,60,0,0
IRQ,0,0,0,0,0,10,0,0,0,24,4,0,0,6,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,12,10,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,2,0,0,0,4,0,6,0,0,0,0,6,0,0,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,4,16,0,0,0,28,0,14,12,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,6,0,4,0,0,2,4,6,0,0,0,0,0,2,0,0,0,0,4,6,4,0,8,2,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,54,0,0,0,0,0,0,0,0,2,4,2,0
ISL,0,0,0,0,0,2,0,0,0,86,56,0,0,50,0,0,4,6,0,0,0,8,0,0,0,36,0,0,0,0,0,184,82,10,76,0,0,0,0,0,4,0,0,0,0,0,0,18,218,2,0,282,0,0,0,0,0,146,28,0,174,0,230,0,0,426,0,0,0,0,2,0,30,0,8,0,0,0,0,20,0,14,0,10,36,8,0,0,30,168,0,0,66,2,2,0,0,0,26,0,0,0,0,0,0,0,4,0,16,0,6,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,180,224,0,10,0,0,0,4,2,0,0,40,0,22,0,0,0,22,38,0,4,0,2,30,0,0,0,0,0,4,0,0,10,12,364,0,0,0,0,0,0,4,0,0,0,0,0,18,18,0,0,8,2,514,4,0,0,0,0,4,0,0,0,10,0,0
ISR,0,0,6,0,0,12,118,52,0,596,456,38,0,542,0,2,4,92,0,0,8,46,0,0,0,300,2,2,0,0,0,1166,688,140,476,0,10,0,2,0,102,0,0,6,4,0,46,278,2534,0,0,318,0,10,6,36,0,928,24,4,216,0,1594,0,0,1950,54,2,0,0,0,2,302,0,4,2,0,0,4,90,2,270,4,312,118,24,0,30,0,1444,0,36,506,32,12,0,0,0,248,6,0,34,0,0,0,0,2,0,28,36,24,42,4,12,0,0,130,0,16,8,18,0,8,8,0,0,0,0,0,72,2,2,2,38,0,848,254,6,106,2,8,0,10,6,0,0,390,0,224,8,26,8,156,576,0,32,0,0,144,0,0,2,0,0,90,0,0,82,116,488,0,0,4,0,0,0,32,0,0,0,0,16,282,190,14,8,166,10,7184,8,2,0,10,0,6,0,0,0,146,2,0
ITA,10,2,70,0,2,56,710,236,2,2484,2772,40,4,3912,14,34,44,420,6,0,14,178,0,4,26,1700,8,0,0,8,0,3908,5660,602,1902,10,50,12,12,0,272,0,0,38,116,0,220,1368,12418,0,0,1984,6,128,34,212,4,8512,316,46,1512,2,11800,0,14,14024,160,18,2,12,4,2,1928,8,0,12,2,2,12,566,2,1106,32,1198,932,418,28,168,1444,0,6,46,2464,30,66,6,4,4,900,16,4,174,0,10,2,8,16,0,206,142,106,182,22,16,14,0,784,0,54,8,70,0,28,32,20,2,2,0,8,120,4,6,8,86,8,5686,1194,34,494,22,178,8,66,34,0,4,2220,2,1464,6,6,26,958,2040,6,124,22,32,298,0,0,8,8,0,520,0,0,508,586,3334,2,0,20,0,0,0,170,0,0,0,2,224,938,530,24,24,438,60,20370,38,12,0,94,2,58,0,0,12,500,10,2
JAM,0,0,0,0,0,2,4,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,6,0,0,0,0,36,0,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,6,0,2,0,0,8,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,6,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,120,0,0,0,0,0,0,0,0,0,4,0,0
JOR,0,0,0,0,0,68,8,0,0,30,6,0,0,8,0,0,0,2,4,0,0,10,0,0,0,14,0,0,0,0,0,78,30,0,26,0,0,0,2,0,4,0,0,4,4,0,2,14,202,0,0,4,0,22,2,52,0,24,2,2,6,0,38,0,0,138,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,2,22,4,48,14,0,36,46,0,0,14,0,2,0,0,0,12,10,0,20,0,10,0,0,0,0,2,0,0,10,0,0,0,0,12,0,4,2,2,0,0,0,0,0,0,0,0,32,0,0,2,0,0,16,6,0,2,18,14,4,4,4,0,0,4,0,2,0,4,18,8,10,0,90,8,0,10,0,0,4,0,0,4,0,0,0,2,22,0,2,20,0,0,0,8,0,0,0,0,16,42,6,0,0,0,0,362,0,0,0,2,0,4,0,0,0,0,0,0
JPN,4,0,8,0,0,56,234,92,2,2260,856,36,2,980,16,4,362,162,2,0,8,82,0,4,6,682,14,8,16,0,0,2718,1650,294,8600,2,34,8,0,2,138,0,2,16,60,0,12,670,5440,0,4,636,2,30,18,566,0,1640,36,20,704,0,3942,0,2,5580,54,40,4,6,2,0,460,2,4,2,4,2,4,128,0,470,626,1686,280,330,12,66,506,2464,8,14,0,46,74,14,56,2,3974,24,36,44,0,2,2,2,94,0,48,24,26,78,4,8,12,2,358,0,22,2,8,42,10,96,2,2,0,0,2,674,2,10,6,48,0,1506,514,60,388,16,100,16,60,290,0,6,838,4,316,4,0,10,252,1540,0,132,34,0,722,4,0,0,0,0,172,0,0,262,222,1296,0,0,16,0,0,0,1336,0,0,0,6,54,382,1784,36,20,256,26,18468,26,2,2,30,0,404,2,0,2,326,16,2
KAZ,0,0,0,0,0,0,0,6,0,2,4,0,0,32,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,34,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,6,0,0,0,12,0,42,0,0,0,0,32,0,0,78,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,0,30,2,2,0,2,32,30,0,0,46,0,0,10,0,0,38,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,0,0,0,30,0,0,0,0,0,36,2,0,0,0,2,0,0,0,0,0,36,0,0,0,0,0,4,126,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,38,0,124,10,0,0,0,0,0,0,0,0,0,0,0
KEN,0,6,0,0,0,16,20,0,0,100,22,2,6,94,18,20,18,4,0,0,2,0,0,0,2,38,0,2,2,14,2,156,122,8,74,12,16,10,4,0,10,0,0,2,4,0,2,8,180,0,0,40,2,2,4,22,0,30,6,64,14,2,100,0,4,654,0,72,0,16,0,0,6,0,0,2,0,0,0,6,2,18,30,58,8,4,2,2,12,66,2,2,74,0,0,0,8,0,12,2,2,0,2,0,0,0,14,0,6,2,4,6,0,0,10,0,24,0,2,30,4,2,0,4,16,4,0,4,22,4,0,0,6,48,0,152,24,8,18,0,10,0,16,18,0,2,12,0,6,0,0,0,4,10,30,2,22,22,6,0,0,0,0,4,6,0,0,2,0,64,2,2,12,0,0,10,40,0,0,0,0,4,4,6,162,188,0,2,950,0,0,0,10,0,18,0,0,0,202,30,18
KGZ,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,2,0,0,0,4,0,0,4,0,8,0,0,10,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,6,0,0,14,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,6,0,2,0,0,0,2,0,2,0,0,0,2,40,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,4,0,0,0,6,0,24,2,0,0,0,0,2,0,0,0,2,2,0
