,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
TTO,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,3,0,0,0,0,0,0,0,0
TUN,0,0,1,0,0,6,5,0,1,8,5,0,0,20,2,0,0,2,8,0,0,0,0,0,0,7,0,0,0,0,1,58,13,0,4,1,2,0,0,0,1,0,0,0,0,0,0,5,20,0,0,4,0,15,0,6,0,56,0,0,1,0,637,0,0,33,1,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,6,0,3,2,3,0,0,11,44,0,3,14,0,2,0,0,0,0,8,0,0,5,0,1,0,0,0,0,1,1,0,15,0,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,1,0,0,5,0,0,1,3,3,0,0,1,0,0,8,0,20,0,0,1,1,7,0,9,0,2,0,0,0,0,0,0,1,0,0,1,0,4,0,0,3,0,0,1,0,0,0,0,0,13,0,1,0,0,3,0,71,0,0,0,0,2,1,0,0,0,0,4,0,0
TUR,1,0,1,0,0,10,23,4,0,83,68,59,0,85,0,1,3,36,1,0,4,0,0,0,0,62,0,0,0,1,0,144,98,5,67,1,0,0,0,0,7,0,0,0,1,0,10,40,410,0,0,39,0,4,0,26,0,99,0,1,52,0,200,0,0,416,7,1,0,2,0,0,0,79,0,0,0,0,0,0,11,0,42,2,31,25,37,1,5,76,240,0,8,142,4,1,1,0,0,0,45,1,0,21,0,1,0,0,0,0,4,1,1,10,1,2,0,0,14,0,14,1,3,0,0,1,0,0,0,1,0,9,0,0,0,1,1,128,41,0,8,4,9,0,1,5,0,0,54,0,35,0,1,1,53,91,0,29,1,0,11,0,0,0,0,0,25,0,0,19,10,77,0,0,7,0,0,9,1,2,0,0,13,0,0,22,0,1,29,1,1361,5,0,0,0,1,2,0,0,1,0,21,0,1
TUV,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWN,0,0,0,0,1,2,7,7,0,190,59,0,0,25,0,0,1,10,0,0,0,3,0,0,0,41,0,1,0,0,0,239,129,8,675,0,0,0,0,0,2,0,0,1,0,0,10,17,266,0,0,17,0,2,1,16,0,94,0,1,56,0,173,0,0,360,1,0,0,0,0,0,0,25,0,0,1,0,0,0,3,0,26,17,206,7,9,0,2,46,107,1,1,559,0,0,0,0,0,0,230,0,0,1,0,0,0,0,3,0,4,0,2,3,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,5,0,39,24,1,26,0,3,0,1,24,0,0,93,0,10,0,0,0,11,176,0,4,1,0,143,0,0,0,0,0,2,0,0,6,45,50,0,0,0,0,0,49,0,0,0,0,1,22,0,0,3,1,15,0,2241,2,0,0,0,3,12,0,0,0,0,12,0,0
TZA,0,0,0,0,0,0,0,0,0,12,8,0,1,17,1,0,5,0,0,0,0,0,0,0,0,6,0,0,0,1,0,12,42,0,4,0,1,2,0,0,1,0,0,1,0,0,0,2,21,0,0,37,0,0,0,2,1,6,0,7,5,0,14,0,1,168,0,6,0,0,6,0,0,1,0,0,1,0,0,0,0,2,1,2,6,2,0,0,0,2,9,0,0,15,0,40,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,5,0,0,0,15,1,1,0,0,6,0,49,27,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,2,2,0,3,1,0,0,0,0,0,0,0,0,0,2,39,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,128,0,0,0,0,1,1,0,0,0,0,29,10,4
UGA,0,1,0,0,0,0,0,0,0,6,3,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,20,12,0,2,1,3,2,2,0,3,0,0,0,0,0,0,0,27,0,0,14,0,0,0,0,1,3,0,8,1,0,17,0,1,85,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,11,0,0,2,0,37,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,5,0,0,0,6,1,0,0,0,7,0,12,18,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,4,0,0,0,0,0,1,0,1,22,0,0,0,156,0,0,0,0,0,1,0,0,0,0,20,6,6
UKR,0,0,1,0,0,1,3,6,0,34,48,3,0,51,0,0,1,25,0,0,1,33,0,0,0,15,0,0,0,0,0,61,71,11,28,0,0,0,0,0,0,0,0,0,1,0,1,45,458,0,0,29,0,1,0,3,0,105,5,0,46,0,238,0,0,210,7,0,0,0,0,0,0,39,0,3,1,0,0,0,11,0,21,1,22,8,1,0,2,51,135,0,2,101,8,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,13,0,2,0,0,16,0,0,61,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,80,21,0,2,0,2,0,0,1,0,0,352,0,35,0,0,0,7,386,0,2,0,0,6,0,0,0,0,0,6,0,0,28,20,65,0,0,1,0,0,3,0,0,0,0,3,29,0,15,0,0,0,0,497,12,0,1,0,2,1,0,0,1,0,5,0,0
URY,0,0,0,0,0,0,65,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,7,5,26,2,0,0,1,2,0,7,0,0,3,3,0,0,1,16,0,0,1,1,0,2,2,0,68,0,0,1,0,28,0,0,14,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,6,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,95,0,0,0,0,7,0,0,0,0,0,1,1,1
USA,4,5,11,1,11,122,973,119,3,5041,1541,12,0,2421,12,23,177,242,10,4,15,75,12,11,48,2677,8,2,5,39,0,12418,4206,754,8647,17,64,18,8,0,288,0,1,153,51,1,112,899,13213,0,8,1764,14,32,94,383,9,4342,78,51,1363,14,8159,5,27,14362,64,77,0,7,21,3,0,1340,27,7,49,7,9,30,200,31,946,147,2266,876,330,17,120,2960,7442,47,116,8781,36,289,6,25,1,2,4676,66,18,113,3,2,1,4,66,1,120,25,42,59,11,39,47,1,1739,3,15,59,7,10,4,19,14,1,1,8,62,150,11,17,9,133,27,4571,1288,57,994,33,175,125,272,157,7,29,1904,1,812,21,3,26,326,2869,7,154,12,40,1238,1,2,11,0,0,161,0,2,224,253,3075,8,11,26,5,7,820,3,1,2,47,71,1361,0,2241,128,156,497,95,0,37,1,3,2,248,115,3,3,2,0,943,60,40
UZB,0,0,0,0,0,0,2,2,0,3,2,3,0,7,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,0,0,14,3,1,11,0,0,0,0,0,0,0,0,0,1,0,0,6,40,0,0,2,0,0,0,3,0,6,0,0,3,0,11,0,0,8,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,8,18,0,1,16,9,0,3,0,0,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,4,3,1,0,0,4,0,0,0,0,0,1,0,9,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,5,0,2,0,0,12,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,1,1,0,40,1,0,13,5,0,0,14,0,1,1,0,0,0,0,0,0,0,4,53,0,0,0,0,0,39,18,20,3,0,0,0,0,0,31,0,0,9,10,0,0,1,44,0,0,2,1,0,5,1,0,171,0,1,3,0,101,0,0,77,0,0,0,0,0,0,0,2,0,0,3,1,0,2,0,1,5,2,9,1,0,0,0,6,32,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,14,1,0,0,0,2,11,9,1,0,0,6,0,10,1,0,0,1,6,0,3,0,0,1,0,0,0,0,0,0,0,1,3,2,8,0,0,0,0,0,2,0,0,0,3,2,1,0,3,1,0,2,7,248,0,0,0,0,0,1,0,0,0,0,8,0,0
VNM,0,1,0,0,0,3,7,0,0,58,9,0,0,28,0,1,6,1,0,0,0,0,0,0,0,15,0,0,0,0,1,14,25,3,31,3,0,0,0,0,6,0,0,3,2,0,0,5,51,0,0,7,0,2,1,4,0,9,0,3,1,0,96,0,4,71,0,1,0,2,1,0,0,3,0,0,0,0,0,0,3,0,1,14,18,2,0,0,1,4,19,0,0,123,0,4,0,3,0,0,89,0,5,0,0,0,0,0,5,0,0,0,1,3,0,0,1,0,6,0,1,1,0,2,0,0,1,0,0,0,0,12,0,0,0,3,1,42,1,1,1,0,5,1,4,20,0,1,3,0,1,0,0,0,0,12,0,1,0,0,10,0,0,0,0,0,0,0,0,2,3,19,0,2,1,0,0,38,0,0,0,0,1,2,0,12,1,1,1,0,115,1,0,0,0,1,0,0,0,0,0,7,1,1
VUT,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,6,0,2,0,1,0,0,6,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
YUG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,6,0,1,0,5,38,13,1,265,62,0,0,102,10,0,6,11,0,1,1,1,0,0,0,60,2,3,0,26,0,175,129,20,83,3,10,3,4,0,9,0,0,4,3,0,2,39,348,0,0,68,0,4,2,12,0,110,2,16,22,1,253,0,4,698,1,10,0,1,5,0,0,17,0,0,1,0,0,0,6,3,38,9,61,24,6,0,4,36,89,1,2,98,1,37,0,0,0,4,18,5,1,0,0,0,0,0,4,10,3,3,1,7,0,0,5,0,23,0,1,5,0,0,0,0,10,0,0,1,11,5,52,1,2,46,0,197,59,3,33,7,11,1,6,10,1,1,64,0,30,0,0,0,10,39,5,8,1,2,19,0,0,0,0,0,2,0,0,8,9,93,2,1,0,0,0,13,0,0,0,0,4,21,0,12,29,20,5,1,943,0,0,0,0,8,7,0,0,0,0,0,12,33
ZMB,0,0,0,0,0,0,0,0,0,7,5,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,22,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,2,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,60,0,0,0,0,0,1,0,0,0,0,12,0,7
ZWE,0,0,0,0,0,0,0,0,0,9,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,13,0,0,2,1,1,3,0,1,0,0,0,0,0,0,0,3,0,0,9,0,1,0,5,1,0,0,0,0,1,14,0,1,39,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,4,0,0,0,10,0,3,0,1,5,0,19,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,3,0,0,0,0,0,1,0,0,4,6,0,1,40,0,0,0,0,0,1,0,0,0,0,33,7,0
