,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
MNG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
MOZ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,2,3,5
MYS,0,0,0,0,0,0,0,0,29,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,1,0,25,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,1,0,3,0,7,0,0,95,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,6,29,1,0,0,0,1,8,0,2,29,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,0,26,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,1,0,1,1,0,0,0,43,0,0,0,3,0,0,0,0,3,0,0
NAM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0
NCL,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
NGA,0,0,0,0,0,0,1,0,8,2,0,0,8,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,7,3,0,5,6,6,1,0,2,0,0,1,0,0,0,23,0,0,3,0,0,0,0,0,3,0,1,1,0,9,0,1,57,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,21,4,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4,0,0,1,0,0,0,1,0,0,0,3,0,0,12,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,2,0,0,56,0,0,1,0,0,0,0,0,5,1,4
NIC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0
NLD,0,0,2,0,12,5,43,11,240,213,0,0,810,1,4,2,50,0,0,0,8,0,0,1,90,0,0,0,0,0,372,484,17,131,1,8,0,0,6,0,0,10,1,27,131,1509,0,0,322,0,4,1,18,1,495,14,7,217,0,909,0,4,1708,3,7,0,1,1,1,116,0,1,7,0,1,8,0,13,0,120,29,66,71,5,0,10,140,840,0,0,336,1,21,0,0,0,58,2,0,0,0,1,0,1,4,0,9,9,6,2,1,6,0,0,28,0,2,2,0,0,2,1,0,2,6,0,0,3,12,0,0,165,3,53,0,4,1,2,6,0,0,160,131,0,0,0,58,345,0,6,12,1,8,0,1,0,0,0,0,2,46,46,437,0,0,1,0,0,20,0,0,0,0,2,34,0,43,14,0,47,0,2398,1,0,5,18,0,0,0,4,44,2,13
NOR,0,0,0,0,1,0,7,0,61,63,1,0,80,0,0,0,2,0,0,1,1,0,0,1,38,0,0,0,1,0,95,107,3,27,0,0,0,0,1,0,0,2,4,1,42,318,0,0,299,0,0,0,9,0,97,7,3,177,0,227,0,0,453,0,1,0,2,0,0,59,0,0,0,0,0,1,0,5,0,16,4,12,23,0,1,45,20,163,0,3,76,0,4,0,0,0,4,5,0,0,0,0,0,0,1,0,18,1,1,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,165,0,2,13,2,2,0,0,1,0,0,50,43,0,0,0,10,133,0,5,5,0,7,0,0,0,0,0,0,0,30,24,482,0,0,1,0,0,5,0,0,0,0,1,4,0,1,2,2,12,0,626,0,0,1,1,0,0,0,4,10,2,1
NPL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0
NZL,0,0,0,0,0,0,2,0,348,22,0,0,18,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,128,28,4,34,0,0,0,0,1,0,0,0,0,0,2,114,0,0,20,0,0,0,1,0,14,1,0,16,1,62,0,0,293,1,1,0,0,0,0,3,0,0,0,0,0,7,0,0,0,5,5,13,12,2,0,2,16,39,0,4,86,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,7,0,0,0,3,2,0,2,0,1,0,53,13,0,0,1,1,1,1,1,0,0,11,1,0,0,0,1,13,0,3,0,0,11,0,0,0,0,0,0,0,7,2,50,0,0,1,0,0,5,0,0,0,0,0,1,0,4,0,1,3,1,511,0,0,1,1,0,0,0,3,19,0,0
OMN,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
PAK,0,0,0,0,0,3,2,0,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,1,0,0,0,15,6,2,6,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,1,1,0,1,0,0,0,0,8,0,0,53,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,6,0,1,14,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,2,0,1,1,0,0,0,2,0,0,3,1,0,0,0,2,3,0,5,0,0,2,0,0,0,0,0,0,0,1,0,17,0,0,2,0,0,4,0,0,0,0,2,6,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,2,0,0
PAN,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,0,1,0,0,0,0,1,0,0,3,0,0,1,11,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,3,0,1
PER,0,0,0,0,0,0,1,0,3,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,6,2,7,0,1,0,0,0,3,0,0,0,0,0,1,7,0,0,5,0,0,2,0,0,11,0,0,2,0,8,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,11,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,1,1,0,0,0,0,0,0,0
PHL,0,0,0,0,0,0,3,0,18,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,17,0,0,0,0,1,0,0,0,0,1,1,12,0,0,6,1,0,1,1,0,7,0,1,3,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,4,1,1,0,0,2,1,0,0,41,0,2,0,2,0,8,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,1,0,2,0,2,0,0,1,1,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,66,0,0,1,3,0,0,0,0,1,0,0
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0
POL,0,0,1,0,0,0,18,7,63,88,1,0,143,0,1,1,31,1,0,0,36,0,0,0,66,0,0,0,0,0,137,171,4,31,0,0,0,0,15,0,0,1,1,0,120,857,0,0,88,0,3,1,11,0,142,8,1,92,0,579,0,0,438,9,0,0,0,0,0,50,0,0,0,0,0,0,0,17,0,69,3,44,14,0,0,1,59,288,0,1,200,0,0,0,0,0,44,3,0,0,0,2,0,0,2,0,12,1,6,6,0,8,0,0,45,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,160,50,0,11,0,3,0,1,1,0,0,0,35,0,0,0,23,326,0,2,0,0,2,0,0,0,0,0,0,0,101,32,202,0,0,0,0,0,2,0,1,0,0,0,12,0,4,0,0,180,0,921,0,1,3,1,0,0,2,3,27,0,0
PRT,0,3,0,0,0,0,4,4,11,40,0,0,76,0,1,0,8,0,0,0,2,0,0,0,80,0,0,0,0,0,37,70,2,25,2,0,0,0,0,0,0,0,1,0,31,160,0,0,69,0,0,1,0,0,175,0,0,33,0,265,0,0,375,4,0,0,2,1,0,51,0,0,0,0,0,0,0,3,0,16,0,9,15,0,0,1,10,119,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,131,43,0,1,0,1,0,0,0,0,0,35,0,0,0,0,11,57,0,0,0,0,0,0,0,0,0,0,1,0,22,27,88,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0,8,3,259,0,0,2,1,0,0,0,3,4,0,0
PRY,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,1,0,0,0,2,11,6,7,0,0,46,0,0,3,39,0,0,0,1,0,0,0,10,0,0,0,0,0,25,48,0,36,0,2,0,0,0,0,0,0,1,27,16,177,0,0,8,0,2,0,2,0,62,2,0,48,0,178,0,0,75,2,0,0,0,0,0,18,0,0,0,0,0,0,0,9,0,48,0,34,1,0,0,2,6,131,0,0,38,3,0,0,0,0,35,1,0,0,0,0,0,0,0,0,3,2,4,5,0,16,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,10,0,1,0,2,0,0,0,0,0,23,11,0,0,0,0,73,0,11,0,0,0,0,0,0,0,0,0,0,10,5,20,0,0,1,0,0,1,0,0,0,0,0,8,0,26,0,0,4,0,159,4,0,1,1,0,0,0,7,1,0,0
RUS,0,0,1,0,0,1,27,45,133,142,14,0,170,0,0,1,78,0,0,0,111,0,0,0,158,0,0,0,0,0,287,336,9,107,0,0,0,0,32,0,0,0,1,27,168,1997,0,0,191,0,0,2,8,0,299,27,1,281,0,1018,0,0,766,33,1,0,0,0,0,78,0,0,0,0,0,6,0,27,0,88,0,91,45,3,0,4,167,619,0,1,487,36,0,7,0,0,146,0,0,0,0,0,0,0,0,0,28,0,22,6,2,17,0,0,88,5,0,1,0,5,0,0,0,0,2,0,0,0,1,1,345,133,0,13,1,3,1,3,2,0,0,326,57,0,0,0,73,0,0,1,0,0,4,0,0,0,0,0,0,0,91,37,410,1,0,2,0,0,6,5,5,0,0,0,36,0,47,2,0,313,2,1927,27,0,7,7,0,0,0,20,24,0,1
RWA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
SAU,0,0,0,0,0,1,7,0,8,2,2,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,6,1,4,0,0,0,0,0,0,0,0,6,1,1,17,0,0,0,0,5,0,34,0,4,1,0,2,0,13,0,0,60,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,1,8,2,3,0,0,1,12,0,1,11,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,2,5,0,0,1,0,0,2,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,10,0,1,3,0,0,7,0,0,0,0,1,11,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,3,0,0
SDN,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0
SEN,0,0,0,0,0,0,1,0,1,0,0,0,12,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,7,4,1,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,1,0,1,1,0,64,0,1,16,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,1
