,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
JAM,0,0,0,0,2,0,0,10,8,0,1,8,3,0,0,3,3,0,0,1,4,1,6,3,3,1,0,2,16,11,2,0,1,1,29,14,9,6,1,3,0,0,0,15,1,0,5,4,0,2,1,4,10,0,1,5,5,3,3,6,0,8,6,3,8,0,0,10,0,0,0,41,3,7,0,0,1,0,0,10,1,1,1,0,0,1,6,1,4,1,20,4,5,0,4,8,13,0,2,8,1,2,1,0,0,0,5,1,0,2,0,0,2,0,2,0,2,1,4,0,5,0,0,1,0,9,0,0,0,1,1,0,1,1,0,0,2,3,5,0,1,0,7,1,0,13,4,2,5,1,2,3,4,2,0,0,5,0,6,4,1,0,2,0,6,8,0,5,2,0,7,0,0,1,0,0,0,0,4,0,0,3,1,4,8,0,0,4,0,1,0,0,5,0,0,0,0,14,3,7,0,5,1,2,0,5,98,0,0,0,1,4,0,1,0,0,0,1,15,0,1
JOR,0,2,0,12,3,0,0,188,18,12,0,166,58,6,1,44,19,0,0,27,13,35,0,3,8,0,0,0,65,3,8,3,5,0,173,55,22,93,4,14,10,0,0,35,0,0,11,1,0,0,17,18,197,0,0,33,0,53,11,152,0,70,15,43,43,1,0,92,0,13,0,286,9,18,0,0,0,0,0,45,0,1,1,0,0,0,24,1,13,22,171,28,83,56,10,37,116,2,0,78,46,28,12,1,0,1,59,45,0,68,14,14,0,0,26,0,5,13,2,0,27,3,2,1,0,28,0,3,0,9,3,1,3,15,1,0,1,3,127,9,2,0,41,1,0,60,40,15,28,46,96,11,30,30,0,2,47,0,38,1,73,0,50,0,35,37,11,298,17,1,27,0,0,1,0,0,1,0,40,0,0,1,22,9,52,0,0,1,8,0,2,4,3,1,0,0,0,4,49,68,0,50,13,5,19,3,569,2,0,0,1,1,0,43,0,0,1,28,45,9,0
JPN,1,20,0,12,33,0,0,161,366,192,0,2740,1026,157,2,1186,29,0,8,468,210,28,2,7,141,1,3,8,1096,6,29,8,18,3,2593,1982,459,8316,16,47,24,2,0,244,1,2,31,55,1,1,42,874,4963,0,1,962,1,39,43,771,0,2111,93,83,782,14,0,3790,0,13,7,5780,139,60,0,5,5,4,0,594,19,5,8,4,1,1,179,1,657,992,1644,432,368,50,57,598,2654,8,78,0,49,86,26,45,0,7,2982,33,41,62,15,14,0,5,136,0,153,58,128,0,164,12,4,5,1,398,0,16,7,22,105,2,98,28,3,0,11,15,989,33,13,1,129,4,0,1800,715,89,438,36,223,37,105,322,4,10,1130,1,583,7,80,0,58,0,499,1582,14,459,29,6,872,1,0,2,3,1,0,3,234,0,0,4,365,376,1522,1,0,2,6,0,2,6,1203,3,0,1,0,9,59,540,0,1840,57,30,294,35,13559,15,0,3,1,34,0,780,1,0,1,12,578,36,3
KAZ,0,1,0,6,3,0,0,19,8,17,0,56,30,19,1,31,8,0,1,13,26,10,0,4,28,0,0,0,25,2,6,3,5,0,56,25,14,133,5,12,7,0,0,13,0,0,11,1,0,0,13,34,90,0,0,27,0,12,9,25,0,40,21,13,33,0,0,81,0,7,0,164,18,11,0,1,0,0,0,48,0,1,1,0,0,1,14,0,38,12,74,40,53,9,8,37,110,1,46,49,0,11,34,0,0,0,77,12,0,13,7,5,0,0,10,0,9,10,18,0,10,0,4,1,1,29,0,2,0,4,2,3,13,7,1,0,1,1,28,6,1,0,13,1,0,30,26,10,23,15,44,8,12,16,0,2,142,0,23,0,10,0,15,0,28,421,5,36,0,1,47,0,0,1,0,1,0,0,23,0,0,1,18,9,34,0,0,1,0,0,2,1,8,6,1,0,0,2,13,77,0,18,8,7,137,3,270,23,0,0,0,4,0,21,0,0,2,6,20,6,0
KEN,0,0,4,10,3,0,0,27,40,8,0,200,63,1,10,157,48,0,31,43,13,17,2,4,3,0,0,6,93,3,8,5,47,2,249,221,31,209,29,70,51,10,0,50,0,0,17,2,0,0,4,24,257,1,0,82,0,19,23,52,2,103,21,130,64,4,0,193,0,10,8,833,6,102,0,3,13,2,0,20,2,2,15,0,1,5,16,8,12,49,152,33,45,22,12,30,124,2,28,86,11,0,11,7,0,5,30,13,4,30,12,5,0,0,26,4,6,17,4,0,22,0,0,12,1,63,0,0,34,6,9,0,3,52,1,0,7,73,48,29,3,11,130,5,0,239,76,17,44,13,66,16,42,36,0,5,38,0,44,2,17,0,17,0,23,34,54,36,27,39,27,0,0,2,7,2,1,6,30,7,0,1,25,9,158,10,0,4,0,0,3,8,44,0,0,0,1,5,17,32,0,35,147,230,17,8,1183,3,0,0,0,7,0,38,1,1,1,10,362,61,55
KGZ,0,0,0,8,1,0,0,15,11,13,0,22,17,4,1,17,10,0,0,13,9,11,0,3,5,0,0,0,17,2,8,3,4,0,26,29,15,39,6,11,9,0,0,14,0,0,11,2,0,0,2,8,52,0,0,24,0,10,10,17,0,18,13,15,17,0,0,27,0,9,0,53,8,13,0,0,0,0,0,15,0,1,0,0,0,0,12,0,4,11,17,12,18,11,10,14,20,1,12,26,34,11,0,0,0,0,14,12,0,15,9,2,0,0,13,0,5,14,4,0,6,0,3,0,0,14,0,1,0,5,3,1,4,8,1,0,1,1,14,8,1,0,16,0,0,24,23,13,15,4,15,10,12,15,0,2,19,0,17,0,10,0,11,0,15,70,7,15,0,0,13,0,0,1,0,0,0,0,17,0,0,1,15,11,21,0,0,1,0,0,2,3,1,5,1,0,0,4,9,32,0,12,11,6,14,4,33,7,0,0,0,3,0,17,0,0,1,8,15,7,0
KHM,0,1,0,0,1,0,0,0,3,0,0,72,5,0,2,30,4,0,5,13,0,0,0,0,1,0,0,1,11,1,4,6,1,0,26,26,7,42,3,6,2,2,0,6,0,0,1,1,0,0,0,2,25,0,0,14,1,0,2,4,0,11,1,7,6,0,0,116,0,0,1,108,1,3,0,0,1,1,0,2,0,1,2,1,0,1,2,3,2,21,25,3,2,1,0,2,15,0,1,45,0,7,0,0,0,2,19,0,25,1,0,2,0,0,4,1,4,0,0,0,3,0,0,17,0,5,0,0,5,2,14,0,1,4,0,0,1,5,23,1,2,0,19,2,0,25,4,8,15,1,9,1,4,22,0,2,4,0,3,3,1,0,0,0,2,3,4,6,2,7,23,0,0,1,1,0,2,0,2,0,0,0,0,0,13,0,0,0,0,0,1,1,98,0,0,0,0,0,1,4,0,4,9,6,0,0,148,0,0,0,0,1,0,39,1,0,0,0,12,6,2
KIR,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,1,0,0,0,1,0,0,13,1,0,1,15,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,12,3,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,2,5,0,2,0,2,0,1,1,1,1,0,0,4,0,0,0,32,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,1,3,2,9,4,0,0,6,1,4,0,1,7,0,5,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,5,0,0,0,0,1,2,0,0,0,1,1,0,8,6,0,10,0,1,0,6,1,0,0,8,0,2,1,1,0,0,0,1,0,1,1,4,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,2,0,4,0,1,1,1,0,0,47,0,0,0,0,0,0,9,0,0,0,0,15,3,0
KOR,0,2,0,11,6,0,0,155,147,228,1,1538,593,39,2,751,18,0,8,197,206,19,0,8,175,0,2,1,739,3,29,4,9,0,1377,939,208,4673,6,21,19,0,0,239,1,0,17,37,0,1,163,557,2247,1,1,482,4,33,170,506,0,1211,204,76,567,7,0,1597,1,13,2,2824,175,44,0,4,4,6,0,458,1,1,3,2,0,0,251,1,474,265,2432,367,553,31,33,301,1437,5,59,2982,77,30,14,19,0,1,0,40,15,33,14,7,0,3,178,0,272,53,267,0,31,7,31,9,1,398,0,6,1,10,24,1,78,14,1,0,5,4,555,12,3,0,67,0,0,766,234,98,375,72,1061,16,72,175,0,3,744,12,475,9,20,0,221,0,252,1051,13,663,13,3,708,0,0,2,0,1,0,0,235,1,0,2,180,197,635,1,1,2,3,0,2,4,519,1,0,0,1,10,29,507,0,1091,36,17,374,15,10794,41,0,4,0,12,0,709,1,1,1,13,245,8,3
KWT,0,0,0,8,0,0,0,66,19,7,0,109,40,0,1,44,11,0,0,15,10,27,0,4,0,0,0,0,41,2,8,3,4,0,101,31,17,64,4,11,9,0,0,23,0,0,11,4,0,0,8,22,80,0,0,31,0,23,12,138,0,60,18,17,53,0,0,72,0,10,0,177,8,12,0,0,0,0,0,32,0,1,1,0,0,0,17,0,5,14,64,15,66,22,14,23,73,1,45,33,12,13,12,0,0,0,40,0,0,35,9,8,0,1,13,0,3,11,2,0,18,0,0,0,0,16,0,1,0,9,3,0,1,9,1,0,2,1,62,8,1,0,19,0,0,43,26,11,18,29,41,11,13,17,0,2,25,0,21,1,13,0,40,0,23,24,7,135,3,1,24,0,0,1,0,1,0,0,17,0,0,1,16,16,50,0,0,1,0,0,2,3,4,0,0,0,0,5,28,49,0,26,10,5,9,5,262,2,0,0,0,5,0,26,0,0,0,19,19,7,0
LAO,0,0,0,0,0,0,0,1,0,1,0,51,4,0,0,8,1,0,0,3,0,0,0,0,0,0,0,1,7,0,1,1,0,0,10,18,1,16,1,1,0,0,0,2,0,0,0,0,0,0,0,1,15,0,0,10,0,0,2,0,0,5,1,4,4,0,0,37,0,0,0,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,10,1,3,0,0,1,7,0,0,41,0,4,0,25,0,0,15,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,0,0,1,0,0,2,0,20,0,1,2,0,0,0,4,5,0,1,1,0,0,0,16,3,2,6,0,1,0,1,8,0,2,0,0,1,0,0,0,0,0,0,2,1,2,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,69,0,0,0,0,0,1,0,0,5,3,0,0,0,72,0,0,0,0,0,0,35,1,0,0,0,6,0,0
LBN,0,0,0,10,2,0,0,100,28,11,0,107,24,2,1,104,15,0,0,19,18,30,0,10,2,0,0,2,76,3,10,3,4,0,196,117,24,102,7,15,10,1,0,39,0,0,12,1,0,0,8,21,138,0,0,59,1,26,11,127,0,136,15,30,37,0,0,853,0,11,0,230,8,18,0,0,0,0,0,52,0,1,0,0,0,1,21,0,5,14,76,28,74,37,12,44,186,2,68,62,13,30,15,1,0,0,33,35,0,0,9,14,0,0,22,0,4,20,9,0,29,0,2,0,0,59,0,5,0,7,4,2,0,10,2,0,1,3,38,8,2,0,46,1,0,97,49,17,46,30,48,12,35,26,0,3,40,0,43,1,29,0,66,0,38,47,7,119,8,1,30,0,0,1,0,0,0,1,32,0,0,1,16,12,54,0,0,1,10,0,2,3,14,1,0,0,0,5,55,61,0,24,16,8,18,4,588,2,0,0,0,4,0,23,0,0,1,13,61,9,0
LBR,0,0,0,9,0,0,0,10,9,7,0,15,9,0,0,15,14,0,2,11,6,10,1,0,0,0,0,0,14,1,7,3,4,0,19,17,9,15,5,11,12,4,0,14,0,0,9,0,0,0,0,0,19,0,0,13,0,9,8,15,0,19,10,14,12,1,0,16,0,10,0,50,4,21,0,4,1,1,0,9,0,0,0,0,0,0,9,2,0,14,15,9,14,13,9,12,13,0,14,15,7,12,9,0,0,0,14,9,0,9,0,3,0,0,12,0,0,10,0,0,5,0,0,0,0,12,0,0,5,3,2,0,0,13,2,0,0,2,13,9,1,2,19,0,0,16,12,12,10,1,15,9,13,13,0,2,12,0,14,0,9,0,9,0,10,12,10,12,1,2,9,0,0,0,5,0,0,0,14,0,0,0,10,6,12,1,0,0,0,0,2,5,0,0,0,0,0,4,7,9,0,13,13,8,8,2,71,0,0,0,0,0,0,14,0,0,0,8,17,8,2
LBY,0,0,0,2,1,0,0,7,3,3,0,22,3,0,1,9,5,0,0,6,2,3,0,2,2,0,0,0,9,0,3,1,0,0,25,7,5,19,0,5,3,0,0,4,0,0,2,0,0,0,1,2,13,0,0,3,1,7,3,59,0,9,2,5,16,0,0,34,0,2,0,78,2,5,0,0,1,0,0,9,0,0,1,0,0,0,3,0,0,7,15,3,15,13,2,4,17,0,14,14,5,5,2,2,0,0,7,8,0,14,3,0,0,0,5,0,2,2,1,0,8,0,1,1,0,4,0,1,1,8,1,1,0,4,0,0,3,1,63,3,0,1,11,0,0,4,5,4,3,6,9,2,4,4,0,0,5,0,5,1,6,0,12,0,4,9,3,29,3,0,2,0,0,0,0,0,1,0,13,0,0,0,2,2,8,0,0,0,2,0,0,2,2,0,0,0,0,1,11,27,0,5,5,1,4,0,48,0,0,0,0,0,0,10,0,0,1,6,8,4,1
LCA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,1,0,0,9,102,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,8,73,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,12,0,0,0,0,0,10,3,0,4,0,0,9,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,0,1,5,3,0,4,3,12,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,0,2,0,9,1,0,0,25,18,125,0,339,139,1,1,161,12,0,1,29,127,20,0,1,121,0,0,1,173,2,13,7,5,0,104,160,18,250,6,17,11,0,0,152,0,0,11,1,0,0,120,132,207,0,0,35,1,12,130,155,0,162,137,30,148,1,0,161,0,12,2,419,128,26,0,1,0,0,0,141,0,0,3,0,0,0,138,2,125,33,241,133,154,21,13,27,172,2,26,136,10,26,13,4,0,2,178,13,3,22,12,5,0,0,0,0,122,13,119,0,10,0,0,1,5,150,1,1,0,5,10,0,0,10,1,0,1,2,182,9,3,0,37,7,0,64,41,34,171,14,173,15,33,46,0,5,149,0,151,3,18,0,132,0,22,147,11,95,5,0,60,0,0,0,1,0,2,1,145,0,0,0,13,10,81,0,0,0,0,0,2,3,171,1,0,1,0,7,14,138,0,154,19,5,134,3,385,16,0,0,0,2,0,41,0,0,0,9,51,12,1
LSO,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,2,7,1,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,4,1,0,20,0,0,0,0,0,0,1,0,0,0,0,14,4,5
LTU,0,0,0,0,7,0,0,8,26,148,0,184,346,3,2,391,4,0,3,5,203,3,0,25,199,0,0,3,302,2,2,0,3,0,64,391,32,334,1,4,1,0,0,169,0,0,5,6,0,0,173,365,559,0,0,221,2,10,151,172,0,493,258,5,367,0,0,483,0,0,0,817,156,7,0,0,1,0,0,360,1,2,4,0,0,1,211,1,325,8,296,304,189,3,32,56,527,2,5,153,9,6,5,4,0,1,272,3,0,4,0,2,0,1,122,0,0,9,380,0,12,0,10,1,0,185,0,11,0,15,1,3,0,2,0,0,1,3,168,1,0,0,26,1,0,246,101,3,175,3,157,2,6,5,0,0,508,0,370,4,4,0,156,0,182,395,2,102,5,0,16,0,0,1,0,1,3,0,217,0,0,1,161,169,323,1,0,1,0,0,0,0,153,0,0,0,0,0,7,232,0,169,2,3,365,4,535,23,0,0,0,7,0,6,0,0,1,1,31,2,1
LUX,0,2,0,8,3,0,0,22,20,9,0,106,93,1,1,230,11,0,4,14,17,13,0,5,1,0,0,1,50,2,8,3,4,0,114,166,25,125,8,13,15,1,0,21,0,0,11,2,0,0,6,29,456,0,0,92,0,15,9,19,0,170,20,19,60,0,0,340,0,10,0,381,5,15,0,1,0,0,0,54,0,1,0,0,0,0,29,1,30,13,47,47,24,9,17,31,222,1,13,58,10,17,14,0,0,0,53,11,5,20,10,2,0,1,13,0,9,0,5,0,9,0,2,1,0,19,0,4,1,7,5,1,0,9,1,0,2,3,19,8,1,0,16,0,0,188,85,16,23,4,17,9,15,16,0,2,65,0,65,0,10,0,17,0,31,49,7,17,1,2,35,0,0,1,0,0,0,0,22,0,0,1,19,29,107,0,0,1,0,0,3,3,8,0,0,0,0,4,16,30,0,17,12,9,12,4,301,1,0,0,0,2,0,31,0,0,0,8,30,7,1
LVA,0,0,0,0,7,0,0,6,15,149,0,115,300,3,0,318,2,0,1,2,194,1,0,15,166,0,0,2,275,1,2,0,1,0,43,316,14,286,1,3,2,0,0,153,0,0,3,3,0,0,158,309,419,0,0,173,2,3,150,154,0,358,267,1,338,0,0,362,0,0,0,638,153,2,0,0,2,0,0,310,0,2,2,0,0,1,183,1,294,2,264,289,156,1,11,53,388,4,2,128,18,4,4,0,0,0,267,2,0,9,0,1,0,1,119,0,380,5,0,0,6,0,4,1,0,163,0,13,0,8,1,2,1,1,0,0,1,1,154,1,0,0,5,0,0,179,77,2,163,3,149,2,5,5,0,0,363,0,304,5,3,0,147,0,162,381,1,89,3,0,12,0,0,1,0,1,0,0,203,0,0,1,137,143,203,0,0,1,1,0,0,0,154,0,0,0,0,1,5,185,0,159,1,1,333,3,354,23,0,0,0,3,0,7,0,0,1,1,30,0,0
MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,3,0,4,5,0,0,91,134,118,1,186,137,114,1,107,16,0,10,17,82,10,0,4,118,0,0,2,166,3,6,4,11,0,255,171,150,197,10,35,7,0,0,144,3,0,11,4,0,1,14,135,231,0,1,144,0,95,13,58,0,364,12,16,31,0,0,1040,0,5,2,395,126,16,0,1,2,0,0,155,1,1,4,0,0,2,17,1,126,12,99,18,34,13,8,134,265,5,27,164,10,22,6,3,0,3,31,18,1,29,5,8,0,0,10,0,12,9,6,0,0,2,2,7,1,45,0,4,3,7,3,4,2,6,12,0,5,4,123,12,1,5,25,2,0,154,141,9,20,7,49,8,18,11,0,1,155,0,210,9,82,0,18,0,147,171,9,97,8,20,23,0,0,1,0,2,1,1,127,1,0,3,122,125,157,0,0,2,3,0,3,4,14,1,0,0,0,4,105,197,0,133,9,8,15,12,335,2,0,0,0,15,0,24,0,0,1,24,172,7,2
MCO,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,14,13,1,6,0,0,0,0,0,1,0,0,0,2,0,0,0,2,33,0,0,7,0,0,0,0,0,24,0,0,3,0,0,116,0,0,0,32,0,1,0,0,0,0,0,4,0,0,1,0,0,0,2,0,8,3,5,3,0,0,0,3,30,0,3,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,1,0,20,2,0,4,0,0,0,0,2,0,0,11,0,2,0,0,0,3,0,1,8,0,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,1,32,0,0,0,0,1,0,0,0,0,0,0,3,0,0
MDA,0,0,0,0,3,0,0,2,2,6,0,6,16,9,0,20,0,0,0,1,8,0,0,3,14,0,0,0,3,0,0,0,0,0,11,15,4,8,0,0,0,0,0,2,0,0,0,0,0,0,1,10,77,0,0,9,0,1,0,1,0,28,8,0,12,0,0,43,0,0,0,27,13,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,10,0,10,3,1,0,1,10,15,0,2,4,4,0,3,0,0,0,31,0,0,2,0,1,0,0,0,0,10,2,4,0,2,0,0,0,0,3,0,2,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,14,11,0,2,0,2,0,1,0,0,0,17,0,10,0,1,0,1,0,92,67,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,18,0,0,0,0,0,0,0,1,3,0,0,0,0,2,15,0,2,0,0,20,0,57,4,0,0,0,0,0,2,0,0,2,0,6,0,0
MDG,0,0,0,0,1,0,0,0,2,0,0,21,5,0,4,17,6,0,9,6,0,0,0,0,1,0,0,3,16,2,1,1,3,3,16,33,7,12,8,9,8,1,0,8,3,0,5,2,0,1,0,4,51,0,1,11,0,2,4,3,0,12,1,9,6,1,0,139,0,0,1,93,0,8,0,0,4,3,0,3,1,1,2,2,1,1,1,2,6,7,15,2,2,1,1,2,29,1,1,5,1,12,0,17,0,1,9,0,0,0,0,1,0,0,1,0,1,1,1,0,7,0,0,0,0,7,0,0,5,1,1,0,2,4,1,0,4,2,7,2,2,3,8,3,0,7,7,1,6,0,1,2,5,5,0,1,5,0,11,3,1,0,1,0,4,3,3,5,4,17,5,0,0,0,1,1,1,0,2,0,0,2,1,2,7,1,0,2,0,0,0,2,4,0,0,0,0,2,2,4,0,3,6,6,2,2,130,0,0,0,0,2,0,6,1,1,0,0,31,2,1
MDV,0,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,2,0,0,1,9,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,3,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0
MEX,0,2,1,9,6,0,0,50,563,191,0,580,342,34,4,475,21,0,5,38,224,20,4,13,157,5,1,39,1056,6,14,4,15,0,807,500,543,784,12,34,13,2,0,764,1,1,126,244,0,1,159,339,1103,0,2,236,35,34,333,251,0,2128,191,49,324,1,2,1249,0,11,2,1457,172,33,0,4,3,0,0,323,4,3,50,4,3,30,244,6,269,81,587,246,276,33,35,145,935,9,28,398,29,63,14,5,0,2,398,16,1,59,12,4,0,0,150,1,185,19,163,0,45,1,3,7,1,0,0,8,4,10,7,5,5,13,1,0,3,8,239,12,4,2,82,19,0,459,171,23,276,22,281,67,229,51,0,4,432,0,400,31,18,0,177,0,151,538,16,170,13,11,105,0,0,2,2,31,2,0,202,0,0,5,86,58,314,0,0,2,2,0,2,5,242,0,0,1,1,12,43,342,0,258,22,27,272,119,4040,27,0,6,0,153,0,46,0,0,0,14,221,12,7
