,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
PRT,0,5,1,0,1,3,57,4,0,109,174,5,0,245,0,2,1,33,1,0,1,19,0,0,5,457,0,0,1,1,0,160,245,54,102,1,5,1,1,11,0,3,3,25,0,7,128,728,0,0,149,0,6,1,22,0,1109,14,0,140,1,776,0,2,1084,7,4,0,0,2,0,1,144,0,0,0,0,0,0,23,0,87,1,106,66,8,0,15,73,531,0,0,119,2,3,0,0,0,33,3,1,2,0,0,0,0,1,0,11,9,9,33,2,0,1,0,56,0,5,0,5,0,0,1,12,0,0,0,0,7,1,0,0,2,0,346,106,1,15,1,14,3,7,1,0,1,175,0,0,0,0,1,46,159,1,4,1,1,13,0,0,0,0,0,15,1,0,25,51,256,0,0,1,0,0,18,0,1,0,1,28,53,21,3,1,35,9,971,9,0,0,0,13,9,0,0,0,1,62,0,0
PRY,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,3,2,4,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,6,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,1,0,0,9,0,0,0,10,0,0,0,2,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,28,2,1,22,0,0,0,0,0,0,0,0,1,0,0,2,19,0,0,0,0,0,0,14,0,6,0,0,0,0,35,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,2,1,0,1,8,0,6,1,0,0,0,0,0,15,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,3,0,2,9,9,0,0,0,0,0,4,0,1,0,0,0,0,1,0,15,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,68,0,0,0,0,0,0,0,0,0,5,2,0,0
ROU,1,0,4,0,0,7,16,12,0,41,106,4,0,154,1,1,0,81,0,0,5,5,0,0,2,35,0,0,0,0,0,91,97,10,56,0,3,0,0,3,0,0,1,3,0,9,79,493,0,0,41,0,8,1,9,0,171,12,0,50,0,538,0,0,289,2,1,0,0,0,0,0,145,0,0,0,0,0,0,34,0,206,3,52,28,10,1,6,48,334,0,1,113,2,0,1,0,0,30,3,0,4,0,0,0,0,3,0,13,5,7,7,0,16,0,0,19,0,5,0,2,0,7,6,1,0,0,0,0,32,1,0,0,0,0,108,59,0,4,0,30,0,1,3,0,0,154,0,46,0,0,0,0,137,0,3,0,1,8,0,0,0,0,0,37,0,0,60,47,100,0,0,1,0,0,7,0,1,0,0,3,85,21,2,0,22,0,406,2,0,0,0,0,1,0,0,0,0,19,0,1
RUS,0,0,1,0,0,1,97,69,0,263,298,24,0,351,0,3,0,127,1,0,3,208,0,0,3,230,0,0,1,1,0,541,602,53,477,4,0,0,0,58,0,0,3,8,0,12,380,2906,0,0,157,0,3,48,7,1,591,72,0,422,2,1585,0,2,1420,54,2,0,2,0,0,0,154,0,2,1,0,0,0,61,0,159,5,248,150,48,2,12,248,1005,0,7,790,64,3,24,0,0,415,1,0,7,0,0,0,0,2,0,52,6,42,9,2,38,1,0,186,0,4,0,1,0,11,30,2,0,0,0,0,14,1,0,2,1,0,526,284,1,26,5,20,1,5,5,0,0,608,0,159,0,0,1,137,0,0,10,0,1,40,0,0,0,0,1,49,0,0,188,100,498,0,0,3,0,0,21,17,2,0,0,5,99,216,2,1,431,4,2748,45,0,2,0,3,22,0,0,0,1,74,0,2
RWA,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,0,0,27,0,0,0,0,0,0,0,0,0,0,6,9,1
SAU,0,0,0,0,0,32,5,1,0,23,10,0,0,12,0,0,1,1,17,0,2,0,0,0,1,13,0,0,0,0,0,81,15,1,37,1,0,1,0,3,0,0,1,1,0,0,9,50,0,0,5,0,21,1,212,0,21,0,4,7,0,44,0,0,138,0,1,0,0,0,0,0,6,0,0,2,0,0,0,1,0,4,3,46,7,8,0,0,5,36,1,21,27,0,1,0,0,0,10,27,0,16,0,1,0,0,0,0,1,0,0,4,0,0,1,0,5,0,1,1,0,0,1,0,0,0,0,0,0,17,0,0,0,2,0,26,4,0,2,13,53,0,1,1,0,0,9,0,4,0,1,15,3,10,0,0,10,0,5,0,0,0,0,0,4,0,1,7,4,16,0,0,5,0,0,1,0,0,0,0,14,27,14,1,0,2,2,211,0,0,0,0,3,0,0,0,0,7,11,0,1
SDN,0,1,0,0,0,5,0,0,0,1,4,0,0,4,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,3,8,1,5,0,1,2,0,1,0,0,0,0,0,0,0,28,0,0,6,0,2,1,10,0,0,0,3,0,0,4,0,0,26,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,2,7,0,1,6,0,7,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,6,2,1,0,1,2,0,1,0,0,0,3,0,1,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,2,5,0,1,2,0,0,19,1,0,0,0,0,0,0,0,0,1,11,0,4
SEN,0,1,0,0,0,0,1,0,0,5,4,0,0,16,11,19,0,0,0,0,0,0,0,0,1,7,0,0,0,2,3,9,10,0,1,6,12,0,1,3,0,0,0,0,0,0,2,10,0,0,4,0,3,0,2,1,5,1,1,1,0,128,0,4,19,0,9,0,3,6,1,0,1,0,0,0,2,0,0,1,0,3,0,5,3,1,0,0,0,9,0,1,4,0,4,0,3,0,1,0,0,0,0,0,0,0,1,0,1,4,1,7,0,0,7,0,0,0,0,9,0,0,0,0,0,4,0,0,2,0,0,2,5,6,0,5,0,2,2,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,1,2,1,5,5,0,0,53,0,0,0,0,0,3,0,0,0,0,6,1,2
SGP,0,0,0,0,0,7,15,0,0,530,33,0,0,54,0,1,3,1,1,0,0,0,0,0,0,31,0,2,0,0,0,253,109,4,1440,0,0,0,0,6,0,0,2,0,0,0,16,244,0,0,68,0,1,1,9,0,88,2,0,35,1,185,0,0,575,0,2,0,1,0,0,0,28,0,0,0,0,0,0,1,0,14,26,169,21,20,1,11,25,115,0,2,255,0,1,0,0,0,145,3,1,3,0,0,0,0,8,0,3,0,2,0,0,0,0,0,15,0,0,1,0,3,0,1,1,0,0,0,1,128,0,2,0,0,0,115,41,1,66,4,15,1,4,35,0,0,41,0,13,0,0,1,8,40,0,5,0,1,0,0,0,1,0,0,3,0,0,5,11,82,0,0,1,0,0,62,0,0,0,0,2,27,183,1,1,4,0,1424,1,0,0,0,3,18,0,0,0,0,14,0,0
SLB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,2,1,3,1,0,0,0,0,3,0,0,7,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,2,0,0,0,0,1,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,17,0,0,0,0,4,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,6,0,0,5,6,9,0,30,68,2,0,45,0,0,0,45,1,0,60,7,0,0,0,28,0,0,0,0,0,57,61,5,41,0,0,1,0,4,0,0,3,1,0,2,62,178,0,0,40,0,0,1,3,0,68,3,0,27,0,102,0,0,155,5,1,0,1,0,0,0,93,0,0,0,0,0,0,35,0,38,0,23,13,11,0,1,20,141,0,3,38,1,1,0,0,0,12,4,0,2,0,1,0,0,3,0,10,4,7,5,2,1,1,0,13,0,21,0,1,0,54,6,1,0,0,0,0,1,0,0,0,1,0,50,17,1,15,1,3,0,2,1,0,0,57,0,15,0,1,7,37,49,0,4,2,1,3,0,0,1,0,0,0,0,0,29,79,37,0,0,0,0,0,4,0,0,0,0,2,22,8,3,2,13,1,222,3,0,0,0,1,0,0,0,1,0,5,0,1
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,1,0,0,1,7,9,0,36,200,1,0,65,0,0,0,63,0,0,8,8,0,0,0,16,0,0,0,0,0,122,125,5,32,0,0,0,0,2,0,0,0,6,0,12,516,375,0,0,41,0,1,0,3,0,154,17,0,100,0,219,0,1,269,1,0,0,0,0,0,0,78,0,0,0,0,0,0,39,1,119,1,29,24,5,0,3,15,184,0,0,112,0,1,0,1,0,62,1,0,1,0,0,0,0,1,0,13,9,8,4,7,2,0,0,25,0,1,0,2,0,6,6,0,0,0,0,0,2,0,0,0,0,0,78,36,0,7,0,2,0,1,0,0,0,185,0,25,0,0,0,60,188,0,7,0,0,5,1,0,0,0,0,29,0,0,0,40,64,0,0,0,0,0,3,1,0,0,0,0,28,47,1,0,50,0,297,0,0,0,0,1,0,0,0,0,1,13,0,0
SVN,0,0,2,0,0,2,20,3,0,115,188,1,0,75,1,0,0,18,0,0,18,5,0,0,4,36,0,0,0,0,0,53,130,6,77,0,0,0,0,2,0,0,1,0,0,7,99,262,0,0,52,0,0,0,4,0,101,14,1,61,0,174,0,0,243,1,1,0,0,0,0,0,57,0,0,1,0,0,1,161,0,64,1,62,15,6,0,8,32,231,0,0,96,1,0,0,0,0,60,2,0,1,0,0,0,0,0,0,22,6,8,3,1,1,0,0,12,0,12,0,2,0,4,1,0,0,0,0,0,7,0,0,0,0,0,109,45,0,10,0,1,0,2,1,0,0,137,0,51,0,0,0,47,100,0,4,0,0,11,0,0,0,0,0,79,0,0,40,0,62,0,0,0,0,0,3,1,0,0,0,1,16,53,0,0,24,0,316,1,0,0,0,1,4,2,0,0,0,16,0,0
SWE,1,0,2,0,0,17,132,13,0,583,442,4,0,553,2,19,34,59,4,0,1,8,0,0,16,262,0,2,0,4,0,801,649,70,714,0,4,1,1,67,0,0,5,5,0,4,282,2172,0,0,1218,0,7,56,31,0,844,116,37,1066,0,1363,0,3,2732,6,8,0,1,4,6,0,266,1,8,1,0,0,0,23,0,248,11,199,252,109,6,127,140,1234,1,2,524,3,24,0,1,0,156,11,0,9,0,2,0,0,16,0,110,24,43,6,2,4,0,0,123,0,5,8,6,0,6,6,5,0,0,5,3,18,3,2,1,9,15,1068,985,5,92,4,46,4,14,15,0,3,453,0,256,2,0,0,100,498,1,16,9,2,82,0,0,0,0,0,37,0,0,64,62,0,1,1,1,0,0,54,0,0,0,1,4,91,48,38,34,78,21,3649,1,0,0,0,7,36,6,0,0,0,155,5,9
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1
SYC,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0
SYR,0,0,0,0,0,1,1,1,0,6,3,0,0,5,1,1,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,11,5,1,2,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,3,0,6,0,9,1,7,0,3,1,0,25,0,0,17,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,6,0,8,1,0,3,19,0,10,8,2,1,0,0,0,2,2,0,10,0,1,0,0,4,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,5,1,0,1,5,4,0,1,0,0,0,2,0,1,0,0,0,1,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,12,1,2,0,0,0,28,1,0,0,0,0,1,0,0,0,0,2,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,18,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,1,0,0,0,0,1,10,0,0,295,54,1,0,45,0,3,29,4,0,0,1,1,0,0,0,39,0,1,1,1,0,143,80,6,213,2,4,1,0,9,0,0,1,3,0,0,7,194,0,0,42,0,1,1,6,0,42,4,3,20,3,168,0,2,333,0,1,0,1,1,0,0,8,0,0,3,0,0,2,4,0,11,73,84,14,8,0,5,22,63,0,2,687,0,13,0,24,0,110,3,26,2,0,0,0,1,13,0,3,4,7,1,0,1,1,0,13,0,0,0,0,8,0,3,1,0,0,0,2,116,0,0,0,4,0,97,17,9,29,1,10,7,3,44,0,7,12,0,18,0,1,0,7,21,1,1,1,3,62,0,0,2,0,0,4,0,0,3,3,54,0,0,2,0,0,0,0,0,0,0,1,22,59,13,16,1,2,1028,1,0,0,0,3,51,0,0,0,0,42,1,10
TJK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,21,0,1,3,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,3,0,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,2,0,0,0,0,0,1,0,0
