,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,CPV,CRI,CUB,CUW,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEN,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,1,0,0,13,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,1
SGP,0,0,0,1,0,6,2,0,0,189,3,0,0,26,0,0,2,2,0,0,0,1,0,0,5,0,2,0,1,0,99,70,7,340,0,3,0,0,0,2,0,0,0,0,1,2,64,0,0,16,0,1,0,0,0,16,2,2,12,0,51,0,0,206,2,3,0,0,0,0,13,0,0,1,0,0,0,3,0,6,27,32,6,1,0,2,29,22,0,0,38,2,3,0,1,0,0,71,2,1,3,0,0,0,0,7,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,86,14,7,0,29,3,2,0,2,13,0,15,0,9,0,0,1,2,9,1,4,0,0,0,0,0,0,0,2,0,1,0,18,0,0,0,0,0,20,0,0,0,0,8,29,1,3,0,0,544,0,0,0,0,5,0,0,0,0,5,1,0
SLB,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
SLE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,1,0,1,1,0,0,7,10,0,0,10,0,0,1,4,0,0,9,0,0,0,2,0,0,0,0,0,8,10,0,4,0,0,0,0,0,0,0,0,0,0,4,6,18,0,0,5,0,0,1,1,0,12,2,0,7,0,9,0,0,43,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,6,1,1,7,3,0,2,3,28,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,5,3,2,0,0,0,0,0,0,5,0,3,1,7,0,0,0,0,1,0,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,9,4,0,0,0,0,2,0,0,0,0,0,0,3,11,8,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,2,0,0
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,0,1,0,0,2,1,0,4,17,0,0,12,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,0,1,141,31,0,0,10,0,0,0,0,0,16,5,0,6,0,8,0,0,22,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0,15,2,3,5,2,0,1,6,10,0,0,1,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,13,8,0,0,3,0,2,0,0,0,0,30,0,9,0,0,0,6,12,0,3,0,0,1,0,0,0,0,3,0,0,2,4,0,0,0,0,0,2,1,0,0,0,10,0,0,2,4,0,29,1,0,0,0,2,0,0,0,0,3,0,0
SVN,0,0,0,1,0,1,1,0,0,12,24,0,0,12,0,0,1,4,0,0,7,0,0,0,1,0,0,0,0,0,7,9,0,4,0,0,0,0,0,1,0,0,0,0,0,11,24,0,0,3,0,0,0,0,0,8,5,0,9,0,10,0,0,46,0,0,0,0,0,0,9,0,0,0,0,0,0,34,0,12,1,1,11,0,0,1,1,26,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,18,10,0,0,4,1,0,0,0,0,0,10,0,4,0,0,1,3,4,0,0,0,0,0,0,0,0,0,11,0,2,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0
SWE,0,0,0,1,0,6,3,0,0,219,63,0,0,70,0,2,4,14,0,0,2,1,0,2,13,0,0,0,1,0,139,92,10,66,0,1,0,0,0,13,0,3,0,0,14,20,310,0,0,193,0,0,0,2,1,99,19,5,191,0,147,0,0,639,0,13,0,0,0,0,27,0,1,1,0,0,0,6,0,22,10,29,32,15,0,23,15,152,0,4,33,0,15,0,3,0,0,5,0,1,1,0,0,0,0,5,0,6,5,5,1,0,0,1,0,9,3,0,7,0,0,1,4,1,0,8,0,0,0,1,2,220,274,3,0,44,1,1,0,1,7,0,34,0,28,0,0,1,13,20,5,2,0,1,18,1,0,1,0,8,0,4,12,0,0,0,0,1,0,7,0,0,0,2,36,6,8,4,1,10,576,0,0,0,0,6,0,0,0,0,56,1,0
SWZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0
SYC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,1,0,0,0,5,0,0,0,55,1,0,0,3,0,0,5,0,0,0,0,0,0,0,4,0,0,1,0,0,21,2,2,52,1,2,0,0,0,6,0,1,0,0,1,2,52,0,0,6,0,0,0,0,0,7,1,2,1,0,17,0,0,97,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,54,1,3,0,2,2,7,0,5,36,0,4,0,4,0,0,5,2,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,28,2,0,0,1,0,10,5,4,0,9,3,1,0,2,12,0,3,0,2,0,0,0,5,1,0,4,0,0,20,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,6,11,0,2,0,0,165,0,0,0,0,14,0,0,0,0,15,1,0
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,4,1,0,0,0,2,1,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,6,1,3,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,3,0,6,0,0,0,20,71,0,0,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,3,0,0,4,11,0,3,4,0,0,0,0,0,0,2,2,0,1,0,2,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,6,1,1,0,27,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,21,0,0,0,0,0,0,0,0,0,5,0,0
TUR,0,0,0,4,0,8,9,0,0,32,15,2,0,30,0,0,0,7,6,0,3,0,0,1,18,0,0,0,0,0,62,19,9,39,0,7,0,0,0,6,0,0,0,0,14,10,87,0,0,15,0,1,1,8,0,28,5,2,7,0,42,0,0,175,6,5,0,0,0,0,19,0,0,1,0,0,0,8,0,11,8,21,9,9,0,2,21,45,1,2,9,4,3,5,0,0,0,11,4,0,5,0,0,0,0,0,0,6,3,2,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,17,2,0,0,5,0,65,12,0,0,15,4,7,0,15,4,0,15,0,20,0,2,2,16,13,0,13,0,1,8,0,0,0,0,4,0,10,3,36,0,0,1,0,0,6,0,0,0,5,0,7,0,8,2,1,389,0,0,0,0,1,0,0,0,1,24,3,1
TWN,0,0,0,2,0,1,2,0,0,65,3,0,0,7,0,1,2,1,0,0,0,0,0,0,7,0,0,0,1,0,51,11,1,313,0,0,0,0,0,2,0,1,0,0,0,3,31,0,0,4,0,0,0,1,0,12,0,0,17,0,19,0,0,102,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4,6,6,0,3,0,1,4,7,0,0,33,0,1,0,1,0,0,24,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,19,0,1,0,2,0,16,4,0,0,7,0,2,0,0,3,0,3,0,5,0,0,0,1,3,0,3,0,1,29,0,0,0,0,1,0,0,0,6,0,0,0,0,0,11,0,0,1,2,7,0,0,1,0,0,363,1,0,0,0,6,0,0,0,0,9,0,1
TZA,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,8,0,0,2,0,1,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2,0,13,5,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,38,0,0,0,0,1,0,0,0,0,10,0,0
UGA,0,0,0,0,0,0,0,0,0,7,2,0,0,7,0,0,1,2,0,0,0,0,0,0,5,0,0,0,1,0,7,5,3,4,1,3,2,0,0,1,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,5,3,3,1,0,8,0,0,32,2,7,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,6,2,2,0,2,2,7,0,0,7,0,11,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,4,2,0,1,4,0,16,7,1,0,2,2,2,0,2,2,0,3,0,2,0,0,0,4,3,2,2,0,1,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,8,1,4,0,0,0,61,0,0,0,0,0,0,0,0,0,17,2,2
UKR,0,0,0,0,0,0,1,0,0,2,1,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,13,0,0,1,0,0,0,0,0,1,0,0,2,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0
URY,0,0,0,0,0,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,2,7,2,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,22,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0
USA,1,9,0,6,0,145,127,10,0,1838,265,6,1,503,2,5,55,54,5,6,13,3,0,6,439,2,0,5,19,0,2909,824,219,2569,7,18,10,1,1,199,0,51,2,0,43,75,1910,0,2,424,9,0,26,72,1,786,50,40,286,7,1096,1,0,4329,18,54,0,3,1,1,141,2,0,17,0,1,4,33,7,99,76,516,186,80,14,30,663,1039,31,26,560,12,143,2,19,1,1,922,12,7,72,7,1,0,9,24,0,27,51,33,21,1,0,0,1,266,9,3,5,5,3,7,15,3,26,144,13,4,2,65,4,1280,407,38,1,373,18,62,11,106,85,3,219,0,299,2,8,59,66,197,20,147,2,7,544,0,3,11,1,21,12,29,41,576,3,1,4,0,1,165,1,2,8,21,389,363,38,61,22,26,0,1,0,1,13,42,1,2,6,3,437,31,14
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,1,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,1,1,0,2,0,0,17,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,0,0,0,0,0,1,0,0,55,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,2,0,1,0,1,0,1,0,0,4,1,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,1,0,5,0,0,7,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,11,4,1,0,15,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,6,0,0,0,0,0,14,0,0,0,0,1,6,1,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0
