,ABW,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GMB,GNB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
NCL,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,2,2,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
NGA,0,0,0,0,0,0,12,14,6,0,48,14,2,4,40,4,0,0,16,0,0,8,0,0,0,0,30,0,0,0,6,0,60,20,18,62,4,12,0,0,0,14,0,6,6,2,0,6,14,46,0,10,0,10,4,10,0,32,14,14,4,0,50,0,0,0,254,16,52,0,0,0,16,2,0,2,0,0,0,14,2,14,16,36,10,2,4,2,6,36,0,8,20,6,34,0,0,0,12,0,0,14,0,2,0,0,0,14,4,4,0,0,0,0,0,22,4,0,2,2,4,0,0,0,4,8,64,2,0,2,0,0,40,22,2,0,20,6,24,0,14,8,0,0,32,0,26,0,6,0,26,30,2,12,0,0,2,0,2,2,0,18,0,2,14,8,18,0,0,0,0,0,2,6,0,0,0,0,0,0,44,4,10,18,10,6,186,0,0,0,38,0,0,2,2,190,4,0
NIC,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
NLD,2,2,0,6,0,2,44,34,10,0,1154,338,0,4,1604,2,4,22,44,0,0,20,2,0,0,2,204,0,0,0,2,0,878,676,88,896,4,0,2,0,0,62,0,32,10,8,0,30,100,2204,0,422,2,12,22,16,0,630,62,36,364,6,714,0,0,0,3540,24,54,0,2,0,134,0,0,2,0,0,0,54,2,150,136,154,248,64,10,50,176,928,4,8,216,14,58,2,12,0,88,6,4,20,0,0,2,2,0,58,86,24,14,0,0,2,0,94,16,4,16,4,0,4,4,0,8,6,56,2,0,6,40,0,0,590,8,0,184,4,44,2,30,10,0,0,196,0,270,2,8,16,104,148,40,24,6,0,200,0,20,2,0,50,0,6,48,56,648,0,2,0,0,0,0,48,0,0,0,0,12,8,196,66,20,36,20,20,3242,0,0,6,40,0,0,6,2,486,12,6
NOR,0,4,0,4,0,0,30,16,4,0,352,168,2,0,196,0,0,36,22,2,0,16,0,0,0,0,76,0,2,0,0,0,326,260,34,190,0,2,0,2,0,24,0,12,10,0,0,46,30,698,0,476,2,6,14,6,0,326,42,20,308,2,230,2,0,2,1290,12,24,0,0,0,72,0,2,2,0,0,0,36,0,60,22,146,152,20,2,86,54,324,0,10,66,4,10,2,2,0,56,2,0,2,0,2,2,6,0,32,28,8,0,0,0,2,0,48,12,0,10,2,2,0,2,2,6,0,34,2,2,0,22,0,590,0,14,0,66,2,36,0,16,2,0,0,112,0,106,2,6,12,58,74,0,10,2,4,54,0,0,2,0,38,0,2,38,40,702,0,0,2,0,0,0,4,0,0,0,0,0,0,110,26,26,12,10,8,1212,0,0,0,18,2,0,12,0,124,8,2
NPL,0,0,0,0,0,0,2,2,0,0,26,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,10,2,10,0,2,2,0,0,2,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,4,0,0,4,0,8,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,38,2,0,0,0,2,8,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,8,14,0,0,2,0,4,0,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,68,0,0,0,2,0,0,0,0,10,0,2
NRU,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
NZL,0,0,0,0,0,0,16,10,4,0,1164,58,2,0,60,0,0,12,10,2,2,4,0,0,0,2,62,0,2,0,0,0,268,48,48,518,0,0,0,0,0,18,0,0,2,0,0,8,18,280,0,70,0,4,8,12,0,74,14,2,118,16,152,0,0,0,906,4,10,0,0,0,18,0,0,0,0,0,0,14,0,30,46,46,94,22,4,8,26,142,2,4,126,22,14,0,4,0,60,6,2,8,2,0,4,12,0,6,6,6,0,0,0,0,0,24,4,0,4,0,0,0,0,0,8,2,62,0,0,0,20,0,184,66,2,0,0,4,14,0,8,8,0,4,36,0,30,2,8,2,22,34,0,14,0,0,100,6,0,0,0,10,0,0,14,10,178,0,0,0,0,0,0,18,0,0,2,2,0,2,42,48,2,8,8,4,970,2,0,2,70,0,8,0,0,128,0,0
OMN,0,0,0,0,0,0,12,0,0,0,28,0,0,0,2,0,0,12,0,6,0,2,0,0,0,0,2,0,0,0,0,0,14,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,4,6,0,2,0,2,0,30,0,0,0,0,4,0,6,0,0,0,54,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,6,6,0,18,2,0,0,20,0,8,6,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,6,0,4,2,0,0,4,0,10,0,0,14,0,0,0,0,0,0,8,16,0,12,0,16,2,0,6,0,0,0,0,2,0,0,0,0,6,0,0,4,0,0,0,2,0,0,0,0,0,16,12,6,0,0,0,0,24,0,0,0,14,0,0,0,0,4,0,0
PAK,0,0,0,0,0,0,80,8,8,0,144,22,2,0,16,0,0,22,6,6,0,2,0,0,0,0,24,0,4,2,0,0,130,16,16,588,0,2,0,0,0,12,0,6,6,2,0,8,14,62,0,16,0,6,0,10,0,36,14,0,16,0,84,0,0,0,236,14,12,0,0,0,16,0,0,2,0,0,0,16,0,16,18,48,12,18,6,2,2,50,4,16,16,14,0,0,2,0,46,2,0,6,0,0,0,6,0,30,4,0,2,0,0,0,0,22,0,0,2,2,0,0,0,0,0,0,196,2,0,0,24,0,44,36,4,0,14,10,0,0,8,8,0,0,28,0,28,2,2,4,26,52,0,134,2,0,6,0,0,2,0,8,0,2,10,8,18,0,0,0,0,0,0,20,0,0,0,0,0,10,62,14,2,6,6,6,270,0,0,0,36,0,0,2,0,20,0,0
PAN,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,2,0,0,0,0,0,6,0,2,0,0,0,0,0,8,0,0,0,0,2,0,0,14,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
PER,0,0,0,0,0,0,2,38,4,0,44,24,0,0,18,0,0,0,8,0,0,6,0,0,0,4,44,0,0,0,2,0,38,18,54,14,2,0,0,0,0,42,0,12,8,0,0,0,8,44,0,16,2,10,18,6,0,112,10,0,6,0,48,0,0,0,78,6,6,0,0,0,8,0,0,2,0,0,0,12,0,10,14,16,4,10,0,4,4,54,0,8,14,4,8,0,0,0,10,0,0,0,0,2,0,0,0,10,4,4,0,0,0,0,0,36,6,0,0,2,0,0,0,0,4,0,6,0,0,0,14,2,30,16,0,0,8,0,8,2,0,2,0,0,38,0,20,0,6,0,10,12,0,6,0,0,2,0,0,0,0,8,0,0,10,6,12,0,0,0,0,0,0,6,0,0,0,0,0,0,12,2,0,8,6,14,244,0,0,2,10,0,0,0,2,12,0,2
PHL,0,0,0,0,0,0,20,4,2,0,80,0,2,0,10,0,0,2,2,0,0,2,0,0,0,0,8,0,0,0,0,0,22,4,4,112,0,0,0,0,0,22,0,2,0,0,0,0,2,28,0,12,0,0,2,0,0,22,4,0,0,0,12,0,0,0,60,2,4,0,0,0,2,0,0,0,0,0,0,2,0,0,12,16,4,2,0,0,6,32,2,18,24,2,18,0,2,0,28,0,2,0,0,0,0,4,0,2,2,0,0,0,0,0,0,10,0,0,2,0,2,2,0,0,0,0,18,0,0,0,8,0,10,2,4,0,8,14,8,0,2,0,0,0,4,0,2,0,0,2,6,10,0,14,0,0,40,0,0,0,0,4,0,2,2,0,20,0,0,0,0,0,0,28,0,0,0,0,0,0,4,20,2,0,4,0,180,2,0,0,16,0,0,2,0,2,0,0
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,4,0,0,38,16,10,0,130,120,2,0,122,0,0,2,38,2,0,26,2,0,0,4,58,0,0,0,0,0,146,84,38,132,0,0,0,0,0,22,0,6,6,0,0,18,194,408,0,80,2,12,6,8,0,202,56,0,84,0,190,0,0,0,484,16,8,0,0,0,70,0,2,10,0,0,0,64,0,100,22,42,84,8,4,10,46,278,0,6,46,26,0,0,2,0,18,2,0,10,0,0,0,2,0,118,14,20,6,0,2,0,0,34,18,0,8,0,2,0,0,0,6,0,32,0,0,0,32,0,196,112,4,0,36,0,28,2,38,4,0,0,0,0,98,4,4,2,88,110,0,6,0,2,14,0,0,2,0,56,0,2,84,46,172,0,0,0,0,0,2,14,0,0,0,0,2,6,86,18,0,10,100,16,592,4,0,2,18,0,0,4,0,48,2,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PRT,0,0,10,6,0,0,16,22,6,0,158,64,0,0,134,2,0,0,30,0,0,8,2,0,0,2,400,0,0,0,0,0,168,116,44,108,4,0,0,0,0,32,0,12,6,0,0,26,44,332,0,90,0,10,20,10,0,708,32,2,90,2,254,2,0,0,724,14,8,0,0,2,86,0,0,4,0,0,0,44,2,50,20,32,96,20,4,14,32,314,2,6,42,12,4,0,0,0,26,0,0,10,0,0,0,2,0,32,14,18,0,0,2,0,0,42,12,0,8,2,4,2,18,2,6,0,34,0,0,0,26,0,270,106,2,0,30,0,28,2,20,2,0,0,98,0,0,4,6,2,58,58,0,10,0,4,10,0,0,2,0,36,0,0,34,30,120,0,0,0,0,0,0,18,0,0,2,0,0,4,58,14,0,8,18,12,656,2,0,2,16,0,0,0,0,36,0,0
PRY,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2,10,4,0,0,0,0,0,4,0,2,0,0,0,2,2,2,0,0,0,0,0,2,0,18,0,0,2,0,4,0,0,0,12,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,2,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,12,0,0,2,2,0,0,0,0,2,0,0
PSE,0,2,0,0,0,0,6,0,4,0,6,4,2,0,6,0,0,0,4,2,0,6,0,0,0,0,4,0,0,0,0,0,8,4,4,6,0,0,0,0,0,0,0,0,2,0,0,0,4,10,0,4,0,4,4,14,0,18,4,0,4,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10,6,0,8,2,0,16,20,0,16,4,4,2,0,0,0,2,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,2,0,0,0,0,4,0,8,0,0,0,6,0,8,6,0,0,8,8,2,0,6,0,0,0,4,0,6,0,0,6,4,4,0,8,2,0,2,0,0,0,0,6,0,0,4,0,6,0,0,2,0,0,0,6,0,0,0,0,0,2,12,0,0,0,4,2,32,0,0,0,0,0,0,0,2,6,0,0
QAT,0,0,0,0,0,0,30,2,0,0,32,0,0,0,8,0,0,2,6,4,0,2,0,0,0,0,2,0,0,0,0,0,28,4,2,12,2,0,0,0,0,0,0,0,0,0,0,0,2,16,0,6,0,4,0,10,0,4,0,0,12,0,28,0,0,0,112,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,4,6,2,0,4,10,0,28,4,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,12,0,0,2,16,4,0,0,2,0,0,2,0,2,0,6,0,0,2,0,36,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,16,10,0,0,0,0,0,118,0,0,0,2,0,0,0,2,4,0,0
ROU,0,0,0,10,0,0,6,14,10,0,62,46,0,0,50,0,0,0,52,4,0,18,0,0,0,0,36,0,2,0,0,0,62,50,26,58,0,0,0,0,0,12,0,6,6,0,0,14,48,130,0,28,0,12,6,14,0,110,30,2,24,2,106,0,0,0,176,16,10,0,0,0,46,0,0,2,0,0,0,42,0,80,14,36,46,12,8,10,34,142,2,6,24,10,0,2,0,0,12,0,0,18,0,0,0,2,0,34,10,14,6,0,8,0,0,26,18,0,10,0,4,0,0,0,4,0,24,0,0,0,26,0,104,58,0,0,22,0,26,0,10,6,0,0,88,0,58,2,4,0,0,34,0,10,0,0,2,0,0,2,0,30,0,2,60,48,42,0,0,0,0,0,0,14,0,0,0,0,0,0,50,4,0,6,12,6,188,0,0,0,16,0,0,4,0,20,0,0
RUS,0,0,0,2,0,0,32,14,16,0,102,58,10,0,60,0,0,4,56,0,0,6,26,4,0,0,52,14,0,0,0,0,122,92,40,152,0,0,0,0,0,16,0,4,10,0,0,20,90,352,0,42,0,10,6,12,2,158,50,0,78,2,200,0,0,0,378,24,26,0,0,0,30,0,0,2,0,0,0,12,0,36,12,64,30,6,4,24,46,240,0,10,50,86,0,6,0,0,44,2,0,10,0,0,0,0,0,22,12,48,2,4,4,0,0,38,14,0,12,0,2,4,0,0,4,0,24,0,0,0,30,0,148,74,0,0,34,12,52,0,12,10,0,0,110,0,58,0,4,2,34,0,0,32,0,0,6,0,0,2,0,50,0,2,34,20,64,0,0,6,0,0,0,14,4,2,0,0,0,16,80,20,0,6,66,8,570,22,0,0,44,0,0,12,0,34,0,0
RWA,0,0,0,0,0,0,0,0,0,0,2,0,0,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,0,0,34,0,0,0,0,0,0,0,0,46,2,2
SAU,0,0,0,0,0,0,72,12,6,0,102,24,4,0,10,0,0,8,6,8,0,4,0,0,0,0,14,0,2,0,0,0,58,16,12,162,2,0,0,0,0,20,0,0,0,0,0,0,8,58,0,6,0,12,4,98,0,30,14,2,28,0,68,0,0,0,340,8,4,0,0,0,16,0,0,2,0,0,0,4,0,6,10,70,16,20,12,2,6,52,0,52,18,16,16,2,0,0,30,14,0,14,0,2,0,2,0,16,2,4,8,0,0,0,0,14,2,0,0,2,0,0,0,0,2,0,94,0,0,0,12,0,24,10,0,0,14,16,134,0,6,14,0,0,6,0,10,0,8,36,10,32,0,0,8,0,4,0,0,2,0,10,0,0,4,0,26,0,0,2,0,0,0,24,0,0,0,0,0,112,48,12,0,0,4,0,378,0,0,0,26,0,0,4,16,28,0,0
SDN,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,8,0,0,0,0,0,0,0,0,2,0,0
SEN,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,6,2,4,4,4,0,2,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0
SGP,0,0,0,0,0,0,20,0,2,0,462,32,0,0,56,0,0,4,4,0,0,2,0,0,0,0,20,0,6,0,0,0,244,66,14,1054,2,2,0,0,0,4,0,2,2,0,0,4,18,186,0,48,0,2,2,2,0,36,10,0,26,0,114,0,0,0,538,0,0,0,0,0,12,0,0,0,0,0,0,8,0,16,32,68,36,12,0,2,28,124,0,0,112,8,0,0,6,0,136,4,2,2,0,0,0,6,0,0,2,2,0,0,0,0,0,6,2,0,0,4,0,0,0,0,2,0,82,0,0,0,2,0,200,54,0,0,100,6,6,0,2,40,0,0,14,0,10,0,2,2,2,6,0,4,0,0,0,0,0,0,0,6,0,0,6,2,50,0,0,0,0,0,0,28,0,0,0,0,0,0,14,106,0,6,4,2,1188,0,0,0,32,0,0,2,0,36,2,0
SLB,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,4,2,2,0,0,0,2,0,0,2,0,0,0,2,0,2,2,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,10,0,0,2,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
